,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime
X1,-1.5,0.42825289262574756,0.10689593327783471,4.006259915544865,6.168776596165137e-05,0.21874071165478953,0.6377650735967055,25.119236946105957
X2,0.1,-0.21421418501061917,0.2115090909597874,-1.0127894930594075,0.31116072040854226,-0.6287643889645279,0.20033601894328956,25.119236946105957
X3,-0.5,-0.21026589882197627,0.14196209876262256,-1.4811410979036437,0.13856897824186515,-0.48850650176116106,0.06797470411720852,25.119236946105957
X4,-0.3,-0.28856055996815116,0.13148078808503363,-2.1946975232725867,0.0281853025203083,-0.546258171306446,-0.03086294862985628,25.119236946105957
X5,0.4,0.17937541195349604,0.13223292847889065,1.3565109236927404,0.1749366621253028,-0.07979636747970437,0.43854719138669646,25.119236946105957
X6,-0.2,-0.05262564004234536,0.06606371288945173,-0.7965891976190759,0.42568965317525365,-0.18210813901200673,0.07685685892731603,25.119236946105957
X7,-0.25,-0.26777646035743724,0.04429375259880954,-6.045467919207959,1.4897699304855176e-09,-0.3545906208760104,-0.18096229983886408,25.119236946105957
X8,0.35,0.22270516461877057,0.22955857257172074,0.9701452754468188,0.3319740839120665,-0.22722137351318952,0.6726317027507307,25.119236946105957
X9,-0.1,0.04817788380669752,0.16226490188875323,0.2969088400874742,0.7665361069340906,-0.2698554823587908,0.36621124997218585,25.119236946105957
X10,0.5,0.3700784871361652,0.11295261950538144,3.2764046443255213,0.0010513780880173273,0.14869541919991977,0.5914615550724106,25.119236946105957
