,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime
X1,-1.5,-0.6200935296021188,0.04953337589428442,-12.518701146587315,5.899260528608601e-36,-0.7171771631533841,-0.5230098960508536,455.4833142757416
X2,0.1,0.04374148007360301,0.11186474982988669,0.3910211227408179,0.695781622696614,-0.17550940246198102,0.262992362609187,455.4833142757416
X3,-0.5,-0.4599214274489655,0.07301327078360546,-6.299148394708502,2.9928536515813443e-10,-0.603024809707084,-0.316818045190847,455.4833142757416
X4,-0.3,-0.437675679170144,0.06502077879155234,-6.7313201611022215,1.6813055104907224e-11,-0.5651140648535501,-0.3102372934867379,455.4833142757416
X5,0.4,0.3036719519911893,0.06435031796842654,4.719043535110205,2.3695611041878e-06,0.17754764538452014,0.4297962585978584,455.4833142757416
X6,-0.2,-0.21025558895931923,0.032685507044672074,-6.4326855530176665,1.253688400526502e-10,-0.2743180060886229,-0.14619317183001557,455.4833142757416
X7,-0.25,-0.24415965493592953,0.022431077348322497,-10.884883108576547,1.3607308657120015e-27,-0.2881237590198571,-0.20019555085200197,455.4833142757416
X8,0.35,0.2036257229187176,0.11160067294396381,1.8245922497345586,0.06806258384863623,-0.015107578427225488,0.4223590242646607,455.4833142757416
X9,-0.1,-0.06846308577673893,0.07951682413033193,-0.8609886841622927,0.38924427543271534,-0.2243131984665208,0.08738702691304295,455.4833142757416
X10,0.5,0.39314227288101977,0.05746262659351029,6.841703837558661,7.82567493565698e-12,0.280517593412297,0.5057669523497426,455.4833142757416
