,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime
X1,-1.5,-0.0049199878384484875,0.10463699526138441,-0.04701958256884481,0.9624976201558739,-0.21000473161893254,0.20016475594203556,28.484894037246704
X2,0.1,-0.2651258652219806,0.2299226025927034,-1.1531091864493117,0.24886557150691824,-0.715765889089986,0.18551415864602472,28.484894037246704
X3,-0.5,-0.4868219370116045,0.14814363921399282,-3.286148089749519,0.0010156759685545876,-0.7771781367000187,-0.19646573732319028,28.484894037246704
X4,-0.3,-0.1649924047310503,0.13452611351378768,-1.2264712063813552,0.22002140432993011,-0.42865874427798767,0.09867393481588704,28.484894037246704
X5,0.4,0.26054173371577655,0.13102933185711363,1.98842297387195,0.04676493004381751,0.003728960331780662,0.5173545070997725,28.484894037246704
X6,-0.2,-0.2295090359282934,0.06922779253051606,-3.3152730650356115,0.000915536438591411,-0.3651930170875738,-0.09382505476901301,28.484894037246704
X7,-0.25,-0.32048614153999827,0.04757313999142827,-6.736703559986653,1.6202025517858367e-11,-0.413727783290158,-0.22724449978983854,28.484894037246704
X8,0.35,0.5234893911852886,0.2265078912224681,2.3111309206933357,0.020825624535564604,0.07954207867333513,0.967436703697242,28.484894037246704
X9,-0.1,-0.10688873240917932,0.1646014215086934,-0.649379157418358,0.5160933325013555,-0.4295015929150441,0.21572412809668542,28.484894037246704
X10,0.5,0.5567676062703207,0.11743525359002072,4.741060194871782,2.126027497933128e-06,0.32659873690300933,0.7869364756376321,28.484894037246704
