,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime
X1,-1.5,-0.8454707147576391,0.20640967889817602,-4.096080761671638,4.2020339159170225e-05,-1.2500262546496237,-0.44091517486565446,40.04183602333069
X2,0.1,-0.652888939354309,0.5343843705050683,-1.2217590472139694,0.2217987595210067,-1.7002630677069046,0.39448518899828666,40.04183602333069
X3,-0.5,-0.29580056634741997,0.3141358874774071,-0.9416325168154949,0.3463808158315964,-0.9114955969111886,0.31989446421634876,40.04183602333069
X4,-0.3,-0.6297220821740642,0.2949445781105126,-2.13505224001139,0.032756743215120676,-1.2078028372658571,-0.05164132708227143,40.04183602333069
X5,0.4,0.5177235834534342,0.30363400922267536,1.70509089142828,0.08817747414172604,-0.07738814379867753,1.1128353107055458,40.04183602333069
X6,-0.2,-0.0982607845630218,0.13768341356662647,-0.7136719087479071,0.47543008073100324,-0.36811531855072127,0.1715937494246777,40.04183602333069
X7,-0.25,-0.21154219909976635,0.09395715369952702,-2.251475175336556,0.024355457476509048,-0.3956948378933061,-0.02738956030622658,40.04183602333069
X8,0.35,0.18144437651552528,0.490173196141287,0.37016380729073145,0.7112604418363739,-0.7792774416863363,1.142166194717387,40.04183602333069
X9,-0.1,-0.6817516756041107,0.3581325491440758,-1.9036294724773641,0.05695845760348197,-1.3836785791547301,0.020175227946508723,40.04183602333069
X10,0.5,0.549085180292277,0.25253273490205547,2.17431288860527,0.029681645130927987,0.05413011106270477,1.0440402495218493,40.04183602333069
