,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime
X1,-1.5,-1.0849970616660916,0.21155992919249678,-5.128556555144528,2.9197218866257557e-07,-1.4996469067259344,-0.6703472166062487,44.19217300415039
X2,0.1,0.749188287756218,0.39131558825005897,1.9145372948380242,0.055551538536719805,-0.017776177852720565,1.5161527533651566,44.19217300415039
X3,-0.5,-0.1460057356819182,0.29627326924836894,-0.4928076571076686,0.6221484998319764,-0.7266906775710285,0.434679206207192,44.19217300415039
X4,-0.3,-0.14462501067299113,0.27371542225111867,-0.5283772813513801,0.5972375025979595,-0.6810973845299827,0.3918473631840004,44.19217300415039
X5,0.4,0.5129682471779764,0.28638831226287226,1.7911633443585828,0.07326708653507723,-0.04834253487801177,1.0742790292339646,44.19217300415039
X6,-0.2,-0.017587652285716692,0.14184385036042135,-0.12399305462328432,0.901320774234158,-0.29559649261352955,0.2604211880420962,44.19217300415039
X7,-0.25,-0.09357926027358113,0.08501470988724624,-1.1007419821545463,0.2710089689605273,-0.26020503112302784,0.07304651057586556,44.19217300415039
X8,0.35,0.3276491518327733,0.48948360835999105,0.6693771685849866,0.5032549120240173,-0.6317210991429082,1.287019402808455,44.19217300415039
X9,-0.1,-0.15293802611504742,0.3343095648867922,-0.4574742758761242,0.6473301878640072,-0.8081727381488242,0.5022966859187294,44.19217300415039
X10,0.5,0.4148091672412229,0.2415394396001397,1.7173558402218922,0.08591417503112289,-0.05859943895522535,0.8882177734376712,44.19217300415039
