,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime
X1,-1.5,-0.8273116730466135,0.050621668223442676,-16.343034555773272,4.8764310968111277e-60,-0.926528320384505,-0.7280950257087219,547.7804811000824
X2,0.1,-0.18473890610139543,0.11190948468905484,-1.650788640611653,0.09878174043990907,-0.4040774673504941,0.03459965514770327,547.7804811000824
X3,-0.5,-0.3418912441326403,0.07427135769822586,-4.603271768933977,4.159049318250891e-06,-0.4874604314522859,-0.19632205681299478,547.7804811000824
X4,-0.3,-0.30372447962409493,0.06615035265217047,-4.591426461792708,4.4022675817019246e-06,-0.4333767894096536,-0.1740721698385363,547.7804811000824
X5,0.4,0.2684378754139946,0.06612589998794119,4.059496739748681,4.917859452817695e-05,0.13883349197002945,0.39804225885795974,547.7804811000824
X6,-0.2,-0.1530565626870065,0.03287674288108112,-4.655466122073872,3.2324855777333116e-06,-0.21749379517118178,-0.0886193302028312,547.7804811000824
X7,-0.25,-0.16026176175381832,0.022594890925196086,-7.0928318390378555,1.3139508382271622e-12,-0.20454693455112932,-0.1159765889565073,547.7804811000824
X8,0.35,0.414050302869492,0.11391220690008207,3.634819429252878,0.00027817540237343446,0.19078647818477956,0.6373141275542045,547.7804811000824
X9,-0.1,-0.15757638508985955,0.08221168715239123,-1.9167151356201821,0.05527413133341715,-0.31870833228780887,0.0035555621080897715,547.7804811000824
X10,0.5,0.42268356960986336,0.057817847083109296,7.310607207533756,2.659378709613268e-13,0.3093626707694641,0.5360044684502626,547.7804811000824
