,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime
X1,-1.5,-0.8364455582805587,0.20426774441507706,-4.094848947765737,4.224437181310241e-05,-1.2368029836953107,-0.43608813286580655,30.412265062332153
X2,0.1,1.2852454496135812,0.4388997596385343,2.9283348222201666,0.003407828489670523,0.42501772111340097,2.1454731781137615,30.412265062332153
X3,-0.5,-0.3365793200803595,0.29728980185296944,-1.1321589842049862,0.25756760044347704,-0.919256629279313,0.24609798911859393,30.412265062332153
X4,-0.3,-0.16782162630168374,0.2664874545609009,-0.6297543221245003,0.5288553353393077,-0.6901274436926853,0.35448419108931783,30.412265062332153
X5,0.4,0.7644669040628375,0.26846009135204785,2.8475998060372634,0.004405027923537576,0.2382947895761124,1.2906390185495624,30.412265062332153
X6,-0.2,-0.2663981567483923,0.13586753686260158,-1.9607197046472704,0.04991172916838493,-0.5326936377677643,-0.00010267572902022959,30.412265062332153
X7,-0.25,-0.16813521982848117,0.08880686963610257,-1.893268173030269,0.05832221541734007,-0.3421934872679353,0.0059230476109729535,30.412265062332153
X8,0.35,0.3321051111474281,0.48317704964692465,0.6873362701935234,0.4918708476772816,-0.6149045117867569,1.2791147340816131,30.412265062332153
X9,-0.1,-0.31477220335060213,0.3269789371682823,-0.9626681341514121,0.3357140931187721,-0.9556391489586975,0.3260947422574932,30.412265062332153
X10,0.5,0.1155278295841488,0.24351697873099082,0.47441385888649057,0.6352048121486402,-0.3617566821173589,0.5928123412856565,30.412265062332153
