"","Truth","Coef","Std.Err","z","P-value","[0.025","0.975]"
"X1",-1.5,-2.01843360864573,0.214429616000814,-9.41303559783489,4.82010886051799e-21,-2.43870793654114,-1.59815928075031
"X2",0.1,0.318128304862465,0.142193713512922,2.23728811213271,0.0252675156817522,0.0394337453508236,0.596822864374106
"X3",-0.5,-0.398438741000277,0.10383598365232,-3.83719330222162,0.000124448511687153,-0.601953530863413,-0.194923951137141
"X4",-0.3,-0.216930180189832,0.0896415873310451,-2.41997254453685,0.0155216789784606,-0.392624464261536,-0.0412358961181274
"X5",0.4,0.391399337573029,0.0893589517245049,4.38007977958067,1.18635866252981e-05,0.216259009115261,0.566539666030797
"X6",-0.2,-0.210357400623143,0.0455923785916281,-4.61387203566014,3.9523581715737e-06,-0.299716821337104,-0.120997979909181
"X7",-0.25,-0.160351258771055,0.0299643738035678,-5.35139695634027,8.72778313125704e-08,-0.21908035270859,-0.101622164833519
"X8",0.35,0.169205550677308,0.154110610973425,1.09794873700479,0.272226874559543,-0.13284569884861,0.471256800203225
"X9",-0.1,-0.26884929623518,0.111131945905155,-2.41919003618121,0.0155551114142909,-0.486663909459231,-0.0510346830111286
"X10",0.5,0.52939776064448,0.0787079936878189,6.72609903822782,1.74271970627063e-11,0.375132926504128,0.683662594784832
