"","Truth","Coef","Std.Err","z","P-value","[0.025","0.975]"
"X1",-1.5,-1.06961345951234,0.118929960669448,-8.99364174924099,2.39171128186728e-19,-1.30271190094587,-0.836515018078802
"X2",0.1,0.0717594590973877,0.261030191421489,0.274908655993424,0.783386416763748,-0.43985031900184,0.583369237196615
"X3",-0.5,-0.610305056805034,0.194843265692631,-3.13228714698204,0.0017345014486467,-0.992190843205026,-0.228419270405042
"X4",-0.3,-0.21473320083555,0.156300927470307,-1.3738447001624,0.16948990054804,-0.521077391843964,0.0916109901728637
"X5",0.4,0.298031273462469,0.149117364901486,1.99863559592381,0.0456477960421044,0.00576660648069288,0.590295940444246
"X6",-0.2,-0.120576079618498,0.0782797303256038,-1.54032313495413,0.12348160723509,-0.27400153298639,0.0328493737493939
"X7",-0.25,-0.218061848057022,0.0534289639424756,-4.08134150405384,4.47765072740725e-05,-0.322780693941572,-0.113343002172471
"X8",0.35,-0.000625959067919528,0.275511196686522,-0.00227199139435247,0.998187214703752,-0.540617986170422,0.539366068034583
"X9",-0.1,-0.104579622201879,0.196813162833499,-0.531364979335007,0.595165884776679,-0.490326336081675,0.281167091677916
"X10",0.5,0.217945346532928,0.137867270292444,1.58083456697607,0.113915868601976,-0.0522695400185318,0.488160233084388
