"","Truth","Coef","Std.Err","z","P-value","[0.025","0.975]"
"X1",-1.5,0.749892570827965,0.319141748005525,2.34971631105744,0.0187877241002643,0.124386233840063,1.37539890781587
"X2",0.1,-0.17929479282022,0.222777117381725,-0.804816917138765,0.42092533791546,-0.615929922912175,0.257340337271734
"X3",-0.5,-0.00865479663474903,0.147487419640692,-0.0586815923407826,0.953205721252741,-0.297724829583399,0.2804152363139
"X4",-0.3,-0.666080387990582,0.136160479431686,-4.89187751666785,9.9878596345995e-07,-0.932950025899428,-0.399210750081736
"X5",0.4,0.373002561554098,0.134469879259729,2.77387444390905,0.00553930523581345,0.109446439120682,0.636558683987513
"X6",-0.2,-0.0963359837014343,0.0692109203907668,-1.39191883531556,0.16394697747009,-0.231986896074203,0.0393149286713345
"X7",-0.25,-0.146514474497699,0.0448015385819604,-3.27030006412979,0.00107433457456142,-0.234323877262952,-0.0587050717324451
"X8",0.35,0.111927735984334,0.240000686579151,0.466364232451564,0.640954808972865,-0.358464969686085,0.582320441654754
"X9",-0.1,-0.191104790356496,0.171439572091874,-1.11470641243834,0.264976252223647,-0.527120179831974,0.144910599118982
"X10",0.5,0.485353386695623,0.120899089938785,4.01453300385778,5.95636091400425e-05,0.248395522782842,0.722311250608405
