"","Truth","Coef","Std.Err","z","P-value","[0.025","0.975]"
"X1",-1.5,0.0107745333615432,0.488294020737706,0.0220656672085913,0.982395573402686,-0.946264168699614,0.9678132354227
"X2",0.1,-0.163695060646213,0.234279165499951,-0.698717960245795,0.484728307506195,-0.622873790976159,0.295483669683733
"X3",-0.5,-0.343669201553107,0.154053823172809,-2.23083851134028,0.0256918279388046,-0.645609149034178,-0.0417292540720359
"X4",-0.3,-0.169317969128914,0.138127224323253,-1.22581171060577,0.220269539288272,-0.440042356222415,0.101406417964586
"X5",0.4,0.244108445888041,0.141054081894508,1.73060178485729,0.0835228131419639,-0.032352476678246,0.520569368454329
"X6",-0.2,-0.250603822650298,0.0683896997956421,-3.66435038315911,0.000247967138733775,-0.384645172220564,-0.116562473080032
"X7",-0.25,-0.230330975371422,0.0473878921814606,-4.86054485161366,1.17063117183081e-06,-0.323209538082966,-0.137452412659877
"X8",0.35,0.486885441608541,0.240012690154465,2.02858207745264,0.0425008755766538,0.0164692093626357,0.957301673854446
"X9",-0.1,-0.150553560625529,0.169149175369158,-0.89006381672837,0.373431620348623,-0.482079854978766,0.180972733727708
"X10",0.5,0.396786255914556,0.121873472443669,3.25572290637698,0.0011310407505776,0.157918637369973,0.635653874459139
