"","Truth","Coef","Std.Err","z","P-value","[0.025","0.975]"
"X1",-1.5,-0.730285624327121,0.149746125410762,-4.87682484153701,1.07807084717786e-06,-1.0237826392717,-0.436788609382542
"X2",0.1,-0.11085032205643,0.230984034681687,-0.479904692154114,0.6312951646614,-0.563570714607289,0.341870070494428
"X3",-0.5,-0.42834939707794,0.17023177068151,-2.5162717591615,0.0118603691861091,-0.761997539269955,-0.094701254885925
"X4",-0.3,-0.19932733846502,0.143873734780293,-1.38543243330278,0.16592027941508,-0.481314679179942,0.0826600022499024
"X5",0.4,0.157705060781453,0.145826405673282,1.08145750458106,0.279493653976461,-0.128109444587575,0.443519566150482
"X6",-0.2,-0.110733098934467,0.0714853269499581,-1.54903255897512,0.121373893414464,-0.250841766284614,0.029375568415681
"X7",-0.25,-0.134187456394756,0.0479949272180532,-2.79586748376778,0.00517606189880034,-0.228255785924761,-0.0401191268647518
"X8",0.35,0.381745023685057,0.244056077910776,1.56416929647054,0.117777815642442,-0.0965961030012596,0.860086150371374
"X9",-0.1,-0.0869308969179175,0.177155714290929,-0.490703318636155,0.623636298955947,-0.434149719322424,0.260287925486589
"X10",0.5,0.416610863881543,0.121593921223425,3.42624746113776,0.000611982551434253,0.178291155664795,0.654930572098291
