"","Truth","Coef","Std.Err","z","P-value","[0.025","0.975]"
"X1",-1.5,-0.877241527445841,0.38328010709543,-2.2887739572339,0.0220924893648121,-1.62845673926903,-0.126026315622654
"X2",0.1,0.0962406058415394,0.496122449523081,0.193985589513345,0.846187165479271,-0.876141534815517,1.0686227464986
"X3",-0.5,-0.668613436157472,0.367471293285844,-1.8194984162678,0.0688354242190039,-1.38884394203117,0.0516170697162236
"X4",-0.3,-0.368354694305234,0.306814305406249,-1.2005786164941,0.229914699944721,-0.969699687586488,0.23299029897602
"X5",0.4,0.0423351953294331,0.31975473456641,0.132398963182953,0.894668734718062,-0.584372573250285,0.669042963909152
"X6",-0.2,-0.219714701542742,0.152443320871118,-1.44128781954637,0.149503386980103,-0.518498122490581,0.0790687194050984
"X7",-0.25,-0.134213172729432,0.104274701677015,-1.28711154835187,0.19805541084011,-0.33858783412712,0.0701614886682568
"X8",0.35,-0.0508411963221533,0.501740279744288,-0.101329708565684,0.919288733534958,-1.03423408197089,0.932551689326581
"X9",-0.1,-0.252508470680797,0.36196602574063,-0.697602682915149,0.485425703286407,-0.961948850355506,0.456931908993911
"X10",0.5,0.32279578956373,0.261179738539795,1.23591436061778,0.216490398427878,-0.189107095503681,0.83469867463114
