"","Truth","Coef","Std.Err","z","P-value","[0.025","0.975]"
"X1",-1.5,-1.78385327463834,0.397260843023105,-4.49038284534523,7.10952707741634e-06,-2.56247022557327,-1.0052363237034
"X2",0.1,0.164586947482036,0.133862895051853,1.22951881040883,0.218877349647944,-0.0977795077553739,0.426953402719445
"X3",-0.5,-0.444919131248896,0.0966392857071663,-4.60391576772492,4.14620215109727e-06,-0.634328652220657,-0.255509610277136
"X4",-0.3,-0.273648029521808,0.0849881240001834,-3.21983845085482,0.00128262855114097,-0.440221692989703,-0.107074366053912
"X5",0.4,0.182720175426658,0.0860434385012818,2.12358058451994,0.0337052304824138,0.0140781335279313,0.351362217325384
"X6",-0.2,-0.184698966275446,0.0431912194626234,-4.27630820739572,1.9001811164571e-05,-0.269352201538288,-0.100045731012605
"X7",-0.25,-0.195110556856209,0.0282675270785984,-6.90228601581243,5.11722716920642e-12,-0.250513892299287,-0.139707221413131
"X8",0.35,0.165766193649644,0.145987001668536,1.13548597995057,0.256171752902693,-0.120363074088627,0.451895461387916
"X9",-0.1,0.00917716850275858,0.104618381055391,0.087720421690522,0.930098888029171,-0.195871092104089,0.214225429109606
"X10",0.5,0.348688535908711,0.0735993089388063,4.73766046089679,2.16199653792186e-06,0.204436539963772,0.492940531853649
