"","Truth","Coef","Std.Err","z","P-value","[0.025","0.975]"
"X1",-1.5,-0.924973787470603,1.00371623255387,-0.921549096717396,0.356763820623285,-2.89222146949181,1.0422738945506
"X2",0.1,-0.448724636863404,0.282344926226989,-1.58927820258634,0.11199759763167,-1.00211052785096,0.104661254124152
"X3",-0.5,-0.265087810112244,0.178484620877919,-1.48521373330849,0.137487215192785,-0.614911241586614,0.084735621362125
"X4",-0.3,-0.371072302529597,0.165705398215621,-2.23934951139459,0.0251331837163179,-0.695848917637878,-0.0462956874213156
"X5",0.4,0.368470989178108,0.166123480792799,2.21805483137986,0.0265510940514265,0.0428749472695303,0.694067031086686
"X6",-0.2,-0.233112159980342,0.0834416805428186,-2.79371362685725,0.00521065998144703,-0.396654849943766,-0.0695694700169166
"X7",-0.25,-0.192490808461602,0.0547671677944532,-3.51471175548167,0.0004402315374677,-0.29983248572069,-0.0851491312025143
"X8",0.35,0.788669597327317,0.288185418274539,2.73667419416757,0.00620637266259115,0.223836552184278,1.35350264247036
"X9",-0.1,-0.40694907078926,0.200195380857549,-2.03275954243334,0.0420768224156636,-0.799324810236345,-0.0145733313421754
"X10",0.5,0.552203460426599,0.146498257280525,3.76935173617254,0.000163672099125921,0.265072150094032,0.839334770759167
