"","Truth","Coef","Std.Err","z","P-value","[0.025","0.975]"
"X1",-1.5,-2.23360839520462,0.464421321577859,-4.80944412202263,1.51350596379108e-06,-3.14385746632964,-1.32335932407959
"X2",0.1,0.248327828859557,0.503975611247774,0.492737789919499,0.622197872268171,-0.739446226064076,1.23610188378319
"X3",-0.5,0.530505003241021,0.368374436127901,1.44012437132534,0.149832215092755,-0.191495630089965,1.25250563657201
"X4",-0.3,-0.367167761002264,0.353359361093639,-1.03907749851564,0.298768694924583,-1.0597393878088,0.325403865804269
"X5",0.4,0.819287094061601,0.380225520713286,2.15473988312162,0.0311821949372634,0.0740587615823072,1.5645154265409
"X6",-0.2,-0.235431932378589,0.167168410290724,-1.40835180503989,0.159026922705308,-0.563075998485638,0.0922121337284593
"X7",-0.25,-0.313637568419691,0.12498955135756,-2.50931029844616,0.0120967170229415,-0.55861258945666,-0.0686625473827222
"X8",0.35,0.750275003514317,0.636301823052027,1.17911811082926,0.238351147891709,-0.496853662802025,1.99740366983066
"X9",-0.1,-0.444537921167537,0.450649982076187,-0.986437232549104,0.323918602018554,-1.32779566263751,0.438719820302434
"X10",0.5,0.675831119148342,0.330454830738233,2.04515430335378,0.040839648017471,0.0281515472753109,1.32351069102137
