"","Truth","Coef","Std.Err","z","P-value","[0.025","0.975]"
"X1",-1.5,-3.99892037349855,3.20053341718492,-1.24945434158781,0.211498943337248,-10.271850651978,2.27400990498087
"X2",0.1,0.196692640356905,1.78278395222855,0.110328926907285,0.912148516941398,-3.29749972578878,3.69088500650259
"X3",-0.5,-0.645762097000284,1.04586948291099,-0.617440424022049,0.536944265627728,-2.69562863220444,1.40410443820387
"X4",-0.3,0.298173838433103,1.04177370149728,0.286217475066375,0.774711560198034,-1.74366511264831,2.34001278951452
"X5",0.4,0.540640776646087,0.888497579479399,0.608488744519559,0.54286336876774,-1.20078249322067,2.28206404651285
"X6",-0.2,0.500446802460259,0.521732960354758,0.959201048214347,0.337457472527031,-0.522131017448495,1.52302462236901
"X7",-0.25,-0.101698266916961,0.37181867603091,-0.2735157577413,0.784456781061011,-0.830449486465208,0.627052952631286
"X8",0.35,-0.235625275606127,1.65611958309758,-0.142275520446064,0.886862381662482,-3.48156003817239,3.01030948696014
"X9",-0.1,-3.09244403621407,1.52409968523531,-2.02903003404047,0.0424552313105729,-6.07962455168662,-0.105263520741527
"X10",0.5,0.827624116744625,0.985973320077898,0.83939808501029,0.40124595811691,-1.10484809556853,2.76009632905778
