"","Truth","Coef","Std.Err","z","P-value","[0.025","0.975]"
"X1",-1.5,-1.10666845204599,0.294336656675589,-3.75987301257461,0.000169999627757358,-1.6835577030105,-0.529779201081472
"X2",0.1,0.256455335907752,0.489629767683951,0.523773987682241,0.600435747798219,-0.703201382081155,1.21611205389666
"X3",-0.5,-0.504957680299382,0.367366489646146,-1.37453386340645,0.169276004798263,-1.2249827748122,0.215067414213437
"X4",-0.3,-0.428031613563681,0.306886579070214,-1.39475507485699,0.163089710509264,-1.02951826062445,0.173455033497091
"X5",0.4,0.132005697396905,0.317372530107867,0.41593296480965,0.67745905675304,-0.49003303620343,0.754044430997241
"X6",-0.2,-0.371667255532471,0.15331732272541,-2.42417000848707,0.0153434207205119,-0.672163688650657,-0.071170822414286
"X7",-0.25,-0.165680768088392,0.104502599455738,-1.58542245792237,0.112870381968899,-0.370502100928058,0.0391405647512732
"X8",0.35,0.242670692710767,0.5018869980537,0.483516595671606,0.628728979094323,-0.741009755542555,1.22635114096409
"X9",-0.1,-0.0134770905078243,0.364187668399124,-0.0370058947000215,0.970480305670426,-0.727271809814046,0.700317628798397
"X10",0.5,0.192280404895595,0.261408946647503,0.735554032719759,0.462002145715321,-0.320071719811431,0.704632529602621
