"","Truth","Coef","Std.Err","z","P-value","[0.025","0.975]"
"X1",-1.5,-1.32086879038337,0.413725886293276,-3.1926181903132,0.00140989233115842,-2.13175663338628,-0.509980947380451
"X2",0.1,0.0171331956523462,0.133359670142104,0.128473590509707,0.897774196729969,-0.244246956878052,0.278513348182744
"X3",-0.5,-0.458817757275109,0.086703733353375,-5.29178778732773,1.21126396689473e-07,-0.628753953313324,-0.288881561236895
"X4",-0.3,-0.408044414942859,0.0769948525484488,-5.29963239667351,1.16036067778167e-07,-0.558951554123127,-0.257137275762591
"X5",0.4,0.292952022512634,0.0760448750418651,3.85235720817945,0.000116986197462063,0.14390680504608,0.441997239979188
"X6",-0.2,-0.182428896855214,0.038512826285481,-4.73683482751792,2.17081950077336e-06,-0.25791264991301,-0.106945143797417
"X7",-0.25,-0.219135932023578,0.0264081008628591,-8.29805721969866,1.05827707022033e-16,-0.270894859023151,-0.167377005024006
"X8",0.35,0.314313092635039,0.131481693569238,2.39054642591383,0.0168233220322554,0.0566137065803007,0.572012478689777
"X9",-0.1,0.00468631966849353,0.0945195925213693,0.0495804049031848,0.960456762046391,-0.18056867896806,0.189941318305047
"X10",0.5,0.466905539674009,0.068173948219048,6.84873843852797,7.45040744963439e-12,0.333287055426811,0.600524023921208
