"","Truth","Coef","Std.Err","z","P-value","[0.025","0.975]"
"X1",-1.5,-0.590976519536871,0.460556145436869,-1.28318018420162,0.199428956673597,-1.4936499845719,0.311696945498157
"X2",0.1,-0.665598541289006,1.37004506447691,-0.48582237077226,0.627093111809619,-3.35083754604143,2.01964046346342
"X3",-0.5,-1.90399909874912,1.25105275477249,-1.52191751425812,0.128029750103272,-4.35601746020402,0.548019262705784
"X4",-0.3,-0.59885379312604,0.713173698515715,-0.839702577888665,0.401075168247733,-1.9966485679637,0.798940981711616
"X5",0.4,0.132628513301074,0.564247520196734,0.235053781458944,0.814166990770341,-0.973276313373797,1.23853333997594
"X6",-0.2,0.00213554744554011,0.314641807195567,0.00678723359929328,0.994584612678619,-0.614551067552712,0.618822162443793
"X7",-0.25,-0.265936533645394,0.213260532902072,-1.24700304377233,0.212396381515978,-0.683919500754271,0.152046433463483
"X8",0.35,-1.6705476205425,1.23245017404074,-1.35546868808936,0.175268278171437,-4.08610559345609,0.745010352371079
"X9",-0.1,0.225811056277642,0.814023879688489,0.277401022146986,0.781472196852802,-1.36964644305213,1.82126855560741
"X10",0.5,1.26572151020084,0.62909105545684,2.01198459145423,0.0442215612856028,0.0327256887834302,2.49871733161825
