"","Truth","Coef","Std.Err","z","P-value","[0.025","0.975]"
"X1",-1.5,-1.64112686163684,0.259209618609555,-6.33127300769212,2.43146680549168e-10,-2.1491683825653,-1.13308534070839
"X2",0.1,0.280521581268455,0.125553705790193,2.23427559945718,0.0254649448131324,0.034440837853084,0.526602324683825
"X3",-0.5,-0.464846047188702,0.0941431515557666,-4.93765122058131,7.90690901631362e-07,-0.649363235084549,-0.280328859292856
"X4",-0.3,-0.273508581510858,0.0817898073568575,-3.34404237336703,0.000825671252903666,-0.433813659497234,-0.113203503524482
"X5",0.4,0.320457581431896,0.082798047596624,3.87035190724669,0.00010867836035198,0.158176388872226,0.482738773991566
"X6",-0.2,-0.142155109553113,0.0415177275665792,-3.42396171190121,0.000617153154931099,-0.223528360945415,-0.0607818581608098
"X7",-0.25,-0.218959449189811,0.0272786074757087,-8.02678250291155,1.00062252001903e-15,-0.272424537812331,-0.165494360567291
"X8",0.35,0.193484745180194,0.140648818210545,1.37565852057538,0.168927379585876,-0.0821818751550188,0.469151365515408
"X9",-0.1,-0.0446651187607924,0.100737661581513,-0.443380539706605,0.657490509316465,-0.24210730890474,0.152777071383155
"X10",0.5,0.362750653245578,0.0709322650954413,5.1140429923884,3.1533553738157e-07,0.223725967220057,0.5017753392711
