"","Truth","Coef","Std.Err","z","P-value","[0.025","0.975]"
"X1",-1.5,-0.211318540059775,0.383308863468986,-0.55130094865879,0.58142738828739,-0.962590113339902,0.539953033220353
"X2",0.1,-0.589185586067783,0.448719613686151,-1.31303729121116,0.189170382643478,-1.46865987498655,0.29028870285098
"X3",-0.5,-0.622956599586358,0.320197193875688,-1.94554047162641,0.051709963656557,-1.25053157248373,0.00461837331100967
"X4",-0.3,-0.540452410586306,0.277106843365005,-1.950339457602,0.0511356726800829,-1.08357184773535,0.00266702656274265
"X5",0.4,0.470161109844034,0.273603826260497,1.71840107746299,0.0857234839580588,-0.0660925398887942,1.00641475957686
"X6",-0.2,-0.0816789084154036,0.136688475211302,-0.597555194680014,0.550136768048261,-0.349583399044447,0.18622558221364
"X7",-0.25,-0.0917342965416513,0.0887554740113759,-1.03356212744572,0.301340912245979,-0.265691830406884,0.082223237323581
"X8",0.35,0.0219693717487529,0.47545634516543,0.0462069167277784,0.963145329613428,-0.909907948347064,0.95384669184457
"X9",-0.1,-0.1085903235476,0.342386800219208,-0.317156863167845,0.751124579680947,-0.779656126052439,0.56247547895724
"X10",0.5,0.36158540263359,0.238220823563609,1.51785808320422,0.129050178887639,-0.105318835601435,0.828489640868616
