"","Truth","Coef","Std.Err","z","P-value","[0.025","0.975]"
"X1",-1.5,-1.12603110731204,0.249887015495788,-4.50616093468458,6.60110297868342e-06,-1.61580066175123,-0.636261552872854
"X2",0.1,0.0150448829400974,0.11841083153982,0.127056644602973,0.898895565873061,-0.217036084088015,0.24712584996821
"X3",-0.5,-0.406621899677232,0.0808021455634615,-5.03231562530569,4.8459057861737e-07,-0.564991196104376,-0.248252603250088
"X4",-0.3,-0.198675303814703,0.0709742540611874,-2.79925877971783,0.00512200703138353,-0.337782286701484,-0.0595683209279215
"X5",0.4,0.365712056596118,0.0712693321131802,5.13140850001715,2.87582015849509e-07,0.226026731350241,0.505397381841995
"X6",-0.2,-0.0991989034568866,0.0356517253133927,-2.78244327826744,0.00539512951198293,-0.169075001609025,-0.0293228053047482
"X7",-0.25,-0.204846969545551,0.0243618709629162,-8.40850728818698,4.15261612623824e-17,-0.252595359605512,-0.15709857948559
"X8",0.35,0.321483514917266,0.120722073132344,2.6630052531059,0.00774462050939979,0.084872597572505,0.558094432262026
"X9",-0.1,-0.143160102770379,0.087165943580593,-1.64238574022909,0.100510088241052,-0.314002214214373,0.0276820086736143
"X10",0.5,0.481578761974524,0.0622194215340439,7.74000706051283,9.94112935801705e-15,0.359630935666973,0.603526588282074
