"","Truth","Coef","Std.Err","z","P-value","[0.025","0.975]"
"X1",-1.5,-0.422894718452093,0.597372368911986,-0.707924806134447,0.478991954152644,-1.5937230561143,0.747933619210118
"X2",0.1,0.0243692713373125,0.250463547239005,0.0972966789217361,0.922490793325592,-0.466530264563436,0.515268807238061
"X3",-0.5,-0.436572893784232,0.166250272077673,-2.6259980710303,0.00863953069936557,-0.762417442046676,-0.110728345521788
"X4",-0.3,-0.344990264842248,0.146190451423733,-2.35986866093117,0.0182814061599163,-0.631518286776514,-0.0584622429079821
"X5",0.4,0.212826454628388,0.146529583548495,1.45244700404101,0.14637735473412,-0.0743662540616549,0.500019163318432
"X6",-0.2,-0.370474019549986,0.0748158351058001,-4.95181292872136,7.35252682937435e-07,-0.517110362987291,-0.223837676112682
"X7",-0.25,-0.164150794737294,0.0511875085015076,-3.20685260022882,0.00134195736381209,-0.264476468649943,-0.0638251208246454
"X8",0.35,0.0175365010139727,0.251375215252176,0.0697622516061508,0.944382892798841,-0.475149871372544,0.510222873400489
"X9",-0.1,-0.292750663822116,0.185208397472944,-1.58065545524134,0.113956838642543,-0.655752455366778,0.0702511277225449
"X10",0.5,0.381909044761379,0.125643942454192,3.03961366781067,0.00236881794965568,0.135651440733091,0.628166648789668
