"","Truth","Coef","Std.Err","z","P-value","[0.025","0.975]"
"X1",-1.5,-0.177759232489746,0.290705568674463,-0.611475154398585,0.540885061860995,-0.74753168169122,0.392013216711729
"X2",0.1,-0.795896991506185,0.467233378048835,-1.70342494543058,0.0884885726936452,-1.71165759208029,0.119863609067923
"X3",-0.5,-1.02837257811505,0.33992362945669,-3.0253047714239,0.0024838270033081,-1.69461065459951,-0.362134501630601
"X4",-0.3,-0.644438954939925,0.275838138089143,-2.33629388381262,0.0194759300702769,-1.18507177542167,-0.103806134458176
"X5",0.4,0.420321306374839,0.270548112265579,1.55359171740307,0.120281836231036,-0.109943253933654,0.950585866683332
"X6",-0.2,-0.0408149276758997,0.135268215584436,-0.301733319239527,0.762855366299739,-0.305935760565633,0.224305905213833
"X7",-0.25,-0.117446016712833,0.0895724386635497,-1.31118476246897,0.189795349081777,-0.293004771885598,0.0581127384599328
"X8",0.35,0.425974429414561,0.479042993722968,0.889219621195218,0.373885059728642,-0.512932592734682,1.3648814515638
"X9",-0.1,0.0180047463059583,0.342651001351046,0.052545436128793,0.958094092520334,-0.653578880906043,0.68958837351796
"X10",0.5,0.206617434099231,0.234416556968991,0.881411435995806,0.378095170140832,-0.25283057856394,0.666065446762402
