"","Truth","Coef","Std.Err","z","P-value","[0.025","0.975]"
"X1",-1.5,-1.12626560329378,0.2189648862016,-5.14359001952864,2.69537408217437e-07,-1.55542889751301,-0.697102309074543
"X2",0.1,0.032764972986593,0.113915736115989,0.287624643475347,0.773634078896652,-0.190505768834245,0.256035714807431
"X3",-0.5,-0.342950426297001,0.0780937032460495,-4.39152469458989,1.12558548520685e-05,-0.496011273285941,-0.189889579308061
"X4",-0.3,-0.249645488214512,0.0699398708091078,-3.56943021664836,0.000357758497445358,-0.386725117165014,-0.11256585926401
"X5",0.4,0.18286601282522,0.0700835450965699,2.6092574594114,0.00907389444212651,0.0455047874435664,0.320227238206873
"X6",-0.2,-0.129707784061873,0.0349167953292362,-3.71476771676315,0.000203390438762458,-0.198143445902544,-0.0612721222212018
"X7",-0.25,-0.201797015442433,0.0238259613291138,-8.46962742258166,2.46179182854629e-17,-0.248495041912888,-0.155098988971977
"X8",0.35,0.292453290161497,0.12209958516088,2.39520297940535,0.0166111666152585,0.0531424988312379,0.531764081491756
"X9",-0.1,-0.162787589712132,0.087211080949122,-1.86659295975359,0.0619584514950357,-0.333718168773497,0.00814298934923316
"X10",0.5,0.50591626649091,0.0608527085059968,8.31378387111651,9.26979085596274e-17,0.386647148516663,0.625185384465157
