"","Truth","Coef","Std.Err","z","P-value","[0.025","0.975]"
"X1",-1.5,-0.822703483146508,0.751337127008733,-1.0949857974168,0.273522858708203,-2.29529720394705,0.649890237654037
"X2",0.1,-18.4498058005278,3121.56659603801,-0.00591043158391844,0.995284185347943,-6136.60795763756,6099.70834603651
"X3",-0.5,-1.31570910776036,0.829280497738007,-1.58656704377971,0.112610736476686,-2.94106902922893,0.309650813708219
"X4",-0.3,0.343938921219355,0.808427637509343,0.425441814778853,0.670514629197628,-1.24055014490401,1.92842798734272
"X5",0.4,-0.307105138362189,0.787340031455617,-0.390054012361621,0.696496607617962,-1.85026325577407,1.23605297904969
"X6",-0.2,-0.561726101645304,0.371145381243529,-1.51349344497628,0.130154364953754,-1.2891576876489,0.165705484358288
"X7",-0.25,-0.455155446713577,0.295472525412362,-1.540432383953,0.123454992726644,-1.03427095951089,0.123960066083737
"X8",0.35,1.91728310493989,1.5580437439628,1.23057077978015,0.218483439492981,-1.13642654365242,4.97099275353221
"X9",-0.1,0.439165798032032,0.870049565319448,0.504759516626835,0.613727753035665,-1.26610002820973,2.1444316242738
"X10",0.5,1.87341976966454,0.834614893353495,2.24465173648785,0.024790498665711,0.237604624827852,3.50923491450123
