,Truth,0.975],Coef,P-value,Std.Err,[0.025,z,RunTime,Steps
X1,-1.5,-0.4475119526105513,-0.666169209181574,2.3537317002694793e-09,0.11156187387677663,-0.8848264657525966,-5.971298132885232,62.03001046180725,18
X2,0.1,0.33798866838481056,-0.1603941624682206,0.5281884994203676,0.2542816249956791,-0.6587769933212517,-0.6307737040415174,62.03001046180725,18
X3,-0.5,0.10324786115943427,-0.2001996662706473,0.1959808730288366,0.1548230107441165,-0.5036471937007289,-1.2930872827523487,62.03001046180725,18
X4,-0.3,0.18302058850672137,-0.09009880907295272,0.5179111958420397,0.13934919089313583,-0.3632182066526268,-0.6465685842557043,62.03001046180725,18
X5,0.4,0.5566834591649639,0.2846618511808995,0.040263129703648606,0.13878908387300198,0.012640243196835044,2.051039197300109,62.03001046180725,18
X6,-0.2,-0.12105577969473677,-0.256612982638652,0.00020704806632974252,0.06916310857950209,-0.3921701855825672,-3.710258082799716,62.03001046180725,18
X7,-0.25,-0.20500803073981072,-0.2985097653057118,3.916997571829132e-10,0.04770584284502222,-0.39201149987161293,-6.257299892498583,62.03001046180725,18
X8,0.35,0.7660601391021815,0.27859152832638934,0.26265736189319755,0.24871304308435876,-0.20887708244940284,1.1201323616626586,62.03001046180725,18
X9,-0.1,0.2525351242105922,-0.08375250786567918,0.6254581450708527,0.17157847392925143,-0.42004013994195055,-0.48812946022712406,62.03001046180725,18
X10,0.5,0.7032198127720337,0.464662681354963,0.00013474147302136987,0.12171505773425974,0.22610554993789236,3.8176269231162854,62.03001046180725,18
