,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime
X1,-1.5,1.8880465351292381,0.14240952236370347,13.257867197302339,4.0628692874293825e-40,1.6089289980391843,2.167164072219292,72.72395420074463
X2,0.1,0.18607478959844417,0.29859050931165976,0.6231771734051498,0.533168100262038,-0.3991518593940737,0.771301438590962,72.72395420074463
X3,-0.5,-0.13959426817291443,0.19406596744186344,-0.7193134891862626,0.4719477864455446,-0.5199565779841389,0.24076804163831,72.72395420074463
X4,-0.3,-0.3385102537837128,0.17557042041271306,-1.9280597095340855,0.05384769970451292,-0.6826219572574955,0.005601449690069926,72.72395420074463
X5,0.4,0.38779036186473026,0.1743123384970977,2.2246868191214526,0.026102269734601558,0.04614445365460462,0.7294362700748559,72.72395420074463
X6,-0.2,-0.060246203808049445,0.08586309747846985,-0.7016542097512399,0.4828948358015416,-0.2285347837943411,0.10804237617824224,72.72395420074463
X7,-0.25,-0.20178434696044678,0.060347445579502085,-3.343709829351681,0.0008266615277339404,-0.32006316778823,-0.08350552613266356,72.72395420074463
X8,0.35,0.23082879390635125,0.3049895665580876,0.7568416077682057,0.4491447619661999,-0.3669397769231044,0.8285973647358069,72.72395420074463
X9,-0.1,-0.3184848478272047,0.21675256743537857,-1.469347521902623,0.14173855338354413,-0.7433120769081191,0.10634238125370965,72.72395420074463
X10,0.5,0.46156643756866383,0.15283742816047996,3.0199830180603215,0.0025278885876317716,0.16201058052153688,0.7611222946157907,72.72395420074463
