,Truth,0.975],Coef,P-value,Std.Err,[0.025,z,RunTime,Steps
X1,-1.5,-0.24773560547706125,-0.625169771260609,0.0011686583025837401,0.19257198896691355,-1.0026039370441568,-3.2464211156276814,137.02555799484253,136
X2,0.1,0.851188999017745,0.0653370722380975,0.870554057426567,0.400952225030484,-0.7205148545415501,0.16295475660006623,137.02555799484253,136
X3,-0.5,0.21824023374787338,-0.3464323687659582,0.22918620951747004,0.2881035582866989,-0.9111049712797897,-1.2024577926983284,137.02555799484253,136
X4,-0.3,0.2942130234359228,-0.20735423913927564,0.4177827931446143,0.2559063649001708,-0.7089215017144741,-0.8102738641149649,137.02555799484253,136
X5,0.4,0.5848587824563558,0.07457205960547024,0.7745531129720407,0.26035515083485494,-0.43571466324541536,0.286424368276746,137.02555799484253,136
X6,-0.2,0.2132702933611551,-0.04417868099258486,0.7366196549717846,0.13135393015062521,-0.30162765534632485,-0.3363331492398028,137.02555799484253,136
X7,-0.25,0.11751403004681862,-0.04480006636270507,0.5885305516508279,0.08281483558347177,-0.20711416277222874,-0.5409666764060603,137.02555799484253,136
X8,0.35,0.8950743046994972,0.014746791517489333,0.9738083172644333,0.4491549401835992,-0.8655807216645185,0.032832303951641606,137.02555799484253,136
X9,-0.1,0.430072562552163,-0.18107854639536183,0.5614294446664917,0.31181751753987563,-0.7922296553428866,-0.5807196074935247,137.02555799484253,136
X10,0.5,0.6684750005186891,0.23674832128847123,0.28246598991423577,0.22027275971916724,-0.19497835794174667,1.0747961826524042,137.02555799484253,136
