,Truth,0.975],Coef,P-value,Std.Err,[0.025,z,RunTime,Steps
X1,-1.5,-0.23836078404983269,-0.6228317133682845,0.0014979280964879645,0.19616224038729885,-1.0073026426867362,-3.1750846245361894,191.99724078178406,88
X2,0.1,0.8561497891946344,-0.03523538388558422,0.938245662836655,0.4547967070212609,-0.9266205569658028,-0.07747501980909688,191.99724078178406,88
X3,-0.5,0.298238440574527,-0.2718919591247073,0.3499451266070298,0.29088819983389197,-0.8420223588239416,-0.9346957328622054,191.99724078178406,88
X4,-0.3,0.2829466839957835,-0.21601105888580494,0.396150363479314,0.2545749528468831,-0.7149688017673933,-0.8485165428498662,191.99724078178406,88
X5,0.4,0.7788586875162303,0.27417493748492083,0.28697922532184195,0.25749643872607325,-0.23050881254638866,1.0647717647722124,191.99724078178406,88
X6,-0.2,0.14089058236511448,-0.10270613447856666,0.40859584866388465,0.12428632201595598,-0.3463028513222478,-0.8263671561974548,191.99724078178406,88
X7,-0.25,0.06532210346293713,-0.10872574437707766,0.2208135880223464,0.08880155341629478,-0.2827735922170924,-1.2243675948705517,191.99724078178406,88
X8,0.35,0.7294752285152111,-0.12586263953123525,0.7730344817350265,0.4364048870522348,-0.9812005075776815,-0.28840795157312327,191.99724078178406,88
X9,-0.1,0.5592808472613181,-0.06859450079616448,0.8304508931542176,0.320350449323295,-0.696469848853647,-0.21412331695199058,191.99724078178406,88
X10,0.5,0.40461128845650296,-0.021938882429123202,0.9197033411313567,0.21763163552270662,-0.4484890533147494,-0.10080741421820637,191.99724078178406,88
