,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime,Steps
X1,-1.5,-0.6677312010716958,0.19388916814348436,-3.4438808906413625,0.0005734282607475372,-1.047746990622872,-0.2877154115205196,82.51196527481079,117
X2,0.1,0.13752835819475828,0.3981914014226207,0.3453825414195533,0.7298068005129772,-0.6429124537031271,0.9179691700926437,82.51196527481079,117
X3,-0.5,-0.19135940353658806,0.27839809519321035,-0.6873588822645615,0.49185660177676205,-0.7370096477838535,0.3542908407106773,82.51196527481079,117
X4,-0.3,-0.25361517972134895,0.25536417217395435,-0.9931509873224738,0.32063637949227997,-0.7541197640721012,0.24688940462940334,82.51196527481079,117
X5,0.4,0.15745080551422294,0.2628354199745103,0.5990471357684305,0.5491414525797738,-0.35769715556069814,0.6725987665891441,82.51196527481079,117
X6,-0.2,-0.022401006785553096,0.13279255015129887,-0.1686917433246837,0.8660391135777841,-0.28266962455029343,0.23786761097918727,82.51196527481079,117
X7,-0.25,-0.05215479074063327,0.07870869825728334,-0.6626305846165751,0.5075671771108952,-0.20642100581177136,0.10211142433050481,82.51196527481079,117
X8,0.35,0.11758587120594981,0.45842808831531284,0.2564979638094791,0.7975663525096053,-0.7809166784808841,1.0160884208927836,82.51196527481079,117
X9,-0.1,0.014207463396518053,0.3137570275712047,0.04528173761237517,0.963882743779956,-0.6007450153900507,0.6291599421830867,82.51196527481079,117
X10,0.5,0.1384386585254609,0.2241360648954886,0.6176545420747563,0.5368030830810464,-0.30085995977136054,0.5777372768222824,82.51196527481079,117
