,Truth,0.975],Coef,P-value,Std.Err,[0.025,z,RunTime,Steps
X1,-1.5,-0.22041601675574718,-4.614255740889875,0.03956276702653854,2.241796137140339,-9.008095465024002,-2.058285168952014,22.578540086746216,10
X2,0.1,9.195181510356127,0.0539859724691806,0.9907645855886001,4.663960939020792,-9.087209565417767,0.011575133920507288,22.578540086746216,10
X3,-0.5,5.550392519542479,-0.4576243745050733,0.8813260589317908,3.065371044594468,-6.465641268552625,-0.1492884116955618,22.578540086746216,10
X4,-0.3,5.297788311908304,-0.2520625950841686,0.9290680368541953,2.8316085943376885,-5.801913502076642,-0.08901745657511183,22.578540086746216,10
X5,0.4,5.897085602219458,0.2701572843794391,0.9250290714172157,2.8709345262668187,-5.356771033460579,0.09410081696663926,22.578540086746216,10
X6,-0.2,2.6217438128604975,-0.1350146545480103,0.9235277607494228,1.406535256468235,-2.8917731219565184,-0.09599094933960473,22.578540086746216,10
X7,-0.25,1.6619748117371718,-0.21193420826177856,0.8245732758287796,0.9560935915144106,-2.085843228260729,-0.2216668013913617,22.578540086746216,10
X8,0.35,9.970264662122641,0.2790630167259362,0.954992768174947,4.944581454249519,-9.412138628670768,0.056438147355445265,22.578540086746216,10
X9,-0.1,6.709402290324262,-0.17998231897115474,0.9591635640471051,3.515056709865802,-7.0693669282665725,-0.05120324757947536,22.578540086746216,10
X10,0.5,5.216977649838002,0.45152325534507937,0.8526760055070994,2.431398941252453,-4.313931139147844,0.18570512953850857,22.578540086746216,10
