,Truth,0.975],Coef,P-value,Std.Err,[0.025,z,RunTime,Steps
X1,-1.5,0.5406311102956117,-0.34267657519400074,0.4470381277364589,0.4506754641868996,-1.2259842606836133,-0.7603621728381675,12.133360862731934,70
X2,0.1,1.4122007608755867,-0.019059667357040472,0.979177373826486,0.7302483250879236,-1.4503200955896676,-0.026100254806809237,12.133360862731934,70
X3,-0.5,1.2535198613550977,-0.1557840782410122,0.828478082439001,0.7190458292071231,-1.5650880178371223,-0.2166538931361191,12.133360862731934,70
X4,-0.3,0.8505207167986917,-0.2629715326727438,0.6434494539926612,0.5681187253803822,-1.3764637821441792,-0.46288129738492956,12.133360862731934,70
X5,0.4,1.2314259042964657,0.004080627754852281,0.9948006948649449,0.6262080714449926,-1.2232646487867613,0.006516408748031815,12.133360862731934,70
X6,-0.2,0.6409147665974565,0.04562919240569162,0.8805807423387404,0.30372270827003195,-0.5496563817860732,0.15023306181348775,12.133360862731934,70
X7,-0.25,0.1860444863731847,-0.17015872001640267,0.3491304482024734,0.18173966786613802,-0.52636192640599,-0.9362772696477832,12.133360862731934,70
X8,0.35,2.012755281644144,0.06992955867963602,0.9437587473216156,0.991255820496962,-1.8728961642848718,0.0705464293209165,12.133360862731934,70
X9,-0.1,1.2702485210405803,-0.044519872095157106,0.9470855742343484,0.6708125216257734,-1.3592882652308946,-0.06636708567582976,12.133360862731934,70
X10,0.5,1.0639500914228603,0.03195208513313625,0.9516115152055212,0.5265392661751563,-1.0000459211565877,0.060683195320341415,12.133360862731934,70
