,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime,Steps
X1,-1.5,-0.6700041283524484,0.4547069935883428,-1.4734854264392934,0.14062019065365558,-1.561213466333831,0.22120520962893442,6.7901411056518555,120
X2,0.1,-0.2262404860688468,0.7765319008633369,-0.2913473172413341,0.770785702301344,-1.748215056612556,1.2957340844748626,6.7901411056518555,120
X3,-0.5,-0.10926814273577316,0.6311040403403215,-0.17313808144351372,0.862542892277439,-1.346209342057351,1.1276730565858049,6.7901411056518555,120
X4,-0.3,-0.2599924570392032,0.5962431715876959,-0.43605104331322864,0.662799696027611,-1.42860760859691,0.9086226945185036,6.7901411056518555,120
X5,0.4,0.3490468887215843,0.6584092257759463,0.530136691675647,0.5960171610395177,-0.9414114910671425,1.639505268510311,6.7901411056518555,120
X6,-0.2,0.15058241714771886,0.2786484392053433,0.5404028731585707,0.5889192268237773,-0.3955584923509427,0.6967233266463804,6.7901411056518555,120
X7,-0.25,0.20893572940643626,0.20280706440121804,1.0302191889780217,0.30290712385140406,-0.1885588157656327,0.6064302745785052,6.7901411056518555,120
X8,0.35,-0.06617803184539134,1.009432974320557,-0.06555960973033931,0.9477284466630963,-2.0446303219266078,1.912274258235825,6.7901411056518555,120
X9,-0.1,-0.08002615800515481,0.7978512287721451,-0.10030210535404105,0.9201044860926602,-1.6437858437543236,1.4837335277440138,6.7901411056518555,120
X10,0.5,0.028754181181856606,0.4815961364362398,0.05970600469230192,0.9523897892165898,-0.9151569087722617,0.9726652711359749,6.7901411056518555,120
