,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime,Steps
X1,-1.5,-0.8731241925715075,0.45328374346439915,-1.9262199563970963,0.05407691500510212,-1.7615440115469652,0.015295626403950102,5.294048070907593,97
X2,0.1,-0.0894297392280421,0.8618488206793484,-0.10376499576520799,0.9173558458024706,-1.7786224012020206,1.5997629227459365,5.294048070907593,97
X3,-0.5,-0.22334663117620132,0.6822985322426763,-0.3273444403318203,0.7434073836963486,-1.5606271916246863,1.1139339292722836,5.294048070907593,97
X4,-0.3,-0.37907168443028294,0.6078677373418601,-0.6236088233402919,0.5328845146239818,-1.5704705663817844,0.8123271975212184,5.294048070907593,97
X5,0.4,0.04716385938710951,0.6796294448188035,0.06939643322793923,0.9446740679485671,-1.2848853857977318,1.379213104571951,5.294048070907593,97
X6,-0.2,0.08302242623831474,0.3573313318364066,0.2323401807830388,0.8162738064131162,-0.617334120233096,0.7833789727097256,5.294048070907593,97
X7,-0.25,-0.048051560541758596,0.20765134283175365,-0.23140500748262266,0.8170001753208002,-0.4550407170436538,0.35893759596013664,5.294048070907593,97
X8,0.35,-0.03582314213561173,1.2093785815847289,-0.029621115076033756,0.9763692253057323,-2.4061616244127433,2.3345153401415195,5.294048070907593,97
X9,-0.1,0.0056979190769936875,0.7432303870511171,0.007666423731140856,0.993883138787196,-1.451006883249262,1.4624027214032493,5.294048070907593,97
X10,0.5,0.1787327858442919,0.5534069984236397,0.3229680621195719,0.7467194297118238,-0.9059250084140987,1.2633905801026826,5.294048070907593,97
