,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime,Steps
X1,-1.5,3.839637058533028,2.275918766396036,1.6870712238175232,0.09158965749804887,-0.6210817905276125,8.30035590759367,39.27037692070007,25
X2,0.1,0.033362413693608414,4.494720990733568,0.0074225772328002605,0.9940776946058583,-8.776128918188519,8.842853745575734,39.27037692070007,25
X3,-0.5,-0.12816468077838264,3.0989435693070746,-0.04135753940399771,0.9670108624614795,-6.201982514651754,5.945653153094988,39.27037692070007,25
X4,-0.3,-0.054190778216094304,2.8306541471706965,-0.019144259735955106,0.9847260237265886,-5.602171003121361,5.493789446689172,39.27037692070007,25
X5,0.4,0.0707134734248077,2.8391517199240273,0.024906549702352617,0.9801295029490258,-5.493921688164369,5.635348635013984,39.27037692070007,25
X6,-0.2,-0.049989612875697115,1.3986614825439136,-0.035741037770465375,0.9714888480328192,-2.7913157668483963,2.6913365410970025,39.27037692070007,25
X7,-0.25,-0.05949424666140209,0.942672161775599,-0.06311234072017136,0.949677047417358,-1.9070977475437523,1.788109254220948,39.27037692070007,25
X8,0.35,0.10405584296805931,4.9018402242535455,0.021227914050157556,0.9830638471046534,-9.503374530320817,9.711486216256935,39.27037692070007,25
X9,-0.1,-0.0262670561956346,3.4943505191295254,-0.007517006680308066,0.9940023529096141,-6.875068277070816,6.8225341646795465,39.27037692070007,25
X10,0.5,0.12118871694231335,2.4600466476648806,0.04926277193050295,0.9607098871731689,-4.700414150801537,4.942791584686164,39.27037692070007,25
