,Truth,0.975],Coef,P-value,Std.Err,[0.025,z,RunTime,Steps
X1,-1.5,-112.70361787575206,-117.11666504673005,0.0,2.251596034915941,-121.52971221770804,-52.01495438372557,31.489044427871704,13
X2,0.1,9.090547278750106,-0.05061606090985043,0.9913410246032861,4.663944511052222,-9.191779400569809,-0.010852629311927868,31.489044427871704,13
X3,-0.5,5.9558319537061895,-0.08438710332434204,0.9781547370354933,3.0818010213608678,-6.124606160354874,-0.02738239838958786,31.489044427871704,13
X4,-0.3,5.47295684173642,-0.07481764402756846,0.9789126106416619,2.830549176293028,-5.622592129791557,-0.02643220073835703,31.489044427871704,13
X5,0.4,5.604836168734973,0.06829556424762145,0.980711437782067,2.824817498937405,-5.468245040239731,0.02417698285758701,31.489044427871704,13
X6,-0.2,2.7130987585038064,-0.04214677878808848,0.9760818725086371,1.4057633391694413,-2.7973923160799834,-0.02998141836092397,31.489044427871704,13
X7,-0.25,1.8341042342476799,-0.04079253024807662,0.9659858335758407,0.9565975520447093,-1.9156892947438333,-0.04264335630055017,31.489044427871704,13
X8,0.35,9.680180447063501,0.11173988172064155,0.9817393058951427,4.881947099713495,-9.456700683622218,0.022888384375815786,31.489044427871704,13
X9,-0.1,6.875362044695396,-0.039998303866545085,0.9909550615923527,3.5283098814886094,-6.955358652428486,-0.011336391986542188,31.489044427871704,13
X10,0.5,4.936166033430535,0.10813215444690712,0.9649866838423437,2.4633278361151674,-4.7199017245367205,0.043896777709230436,31.489044427871704,13
