,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime,Steps
X1,-1.5,-0.8778137713372117,0.20025516949671143,-4.383476209594814,1.1680040933073425e-05,-1.2703066943646641,-0.4853208483097592,65.46878790855408,118
X2,0.1,-0.0018395827071042855,0.45550126487095194,-0.004038589679054914,0.9967776804071163,-0.8946056638086347,0.8909264983944262,65.46878790855408,118
X3,-0.5,-0.27684046316501176,0.3170059218748083,-0.8732974498638588,0.382500970173423,-0.8981606578264486,0.3444797314964251,65.46878790855408,118
X4,-0.3,-0.3731857836269568,0.26844343103731205,-1.3901840778330918,0.16447298713674252,-0.8993252444965711,0.15295367724265746,65.46878790855408,118
X5,0.4,0.08163829993532573,0.28067691805576445,0.29086217883832527,0.7711567282002232,-0.4684783550849226,0.6317549549555741,65.46878790855408,118
X6,-0.2,-0.2828839696288691,0.13397991153839023,-2.1113909270481366,0.03473872427767576,-0.5454797729672985,-0.020288166290439613,65.46878790855408,118
X7,-0.25,-0.1217776277887351,0.08979459202847533,-1.3561799774101924,0.17504191104774192,-0.2977717955592337,0.05421653998176351,65.46878790855408,118
X8,0.35,0.06437303069225894,0.44648127212868394,0.14417856853289354,0.8853594639455753,-0.810714189354165,0.9394602507386829,65.46878790855408,118
X9,-0.1,-0.0540433149763151,0.3215697838765651,-0.16806092389905541,0.8665353502557462,-0.6843085148621632,0.576221884909533,65.46878790855408,118
X10,0.5,0.1359320769458153,0.23065688175059887,0.5893259109120961,0.5556426664729466,-0.31614710763761544,0.5880112615292461,65.46878790855408,118
