,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime
X1,-1.5,0.35601778459680844,0.0665179530946511,5.3522059539357185,8.688842375682575e-08,0.2256449911776037,0.48639057801601315,414.89821219444275
X2,0.1,0.11497267547810433,0.13660924685091563,0.841617080310649,0.4000023255146239,-0.1527765304168037,0.38272188137301233,414.89821219444275
X3,-0.5,-0.4248427776208507,0.10191630975007022,-4.168545531747513,3.065495293030421e-05,-0.6245950757438373,-0.22509047949786407,414.89821219444275
X4,-0.3,-0.31565457553380966,0.08792019820266175,-3.590239580741224,0.0003303741599837525,-0.4879749988838914,-0.14333415218372791,414.89821219444275
X5,0.4,0.36451626460050157,0.0872673467159777,4.177006386900526,2.9537073498836874e-05,0.19347540666166704,0.5355571225393361,414.89821219444275
X6,-0.2,-0.1888584364361212,0.044078642311512414,-4.284579254992057,1.830853357048805e-05,-0.27525098853556235,-0.1024658843366801,414.89821219444275
X7,-0.25,-0.1682693025599999,0.028654343254250245,-5.872383850048311,4.2957266972792845e-09,-0.22443078378197323,-0.11210782133802656,414.89821219444275
X8,0.35,0.6279190783276691,0.1516841514057976,4.139648555951041,3.478382917589822e-05,0.3306236022017564,0.9252145544535819,414.89821219444275
X9,-0.1,-0.10865307076404541,0.10879988822743687,-0.9986505733987102,0.31796399194469094,-0.3218969348938455,0.10459079336575468,414.89821219444275
X10,0.5,0.3287983143825678,0.07495173895159951,4.386800346218665,1.1503028722132965e-05,0.181895604300035,0.47570102446510054,414.89821219444275
