,Truth,0.975],Coef,P-value,Std.Err,[0.025,z,RunTime,Steps
X1,-1.5,0.755147142170308,-0.44912781212281866,0.46480484222385565,0.6144372826710728,-1.6534027664159452,-0.7309579428031724,39.16759419441223,47
X2,0.1,2.7386826413565606,0.01889391224322992,0.9891367077885397,1.3876727986398374,-2.7008948168701004,0.013615538376012896,39.16759419441223,47
X3,-0.5,1.5615121983936455,-0.6161166188881105,0.5792143313836838,1.1110555180002062,-2.7937454361698664,-0.5545327023775208,39.16759419441223,47
X4,-0.3,1.6547327315610847,-0.2658305852317947,0.7861724999200734,0.9798972413742698,-2.1863939020246743,-0.27128414491602926,39.16759419441223,47
X5,0.4,1.9873320018797127,0.2646989218324647,0.763287098990699,0.878910571850936,-1.4579341582147833,0.3011670701320883,39.16759419441223,47
X6,-0.2,1.4790039095602543,-0.05188920659970104,0.9470335376973784,0.7810822628170493,-1.5827823227596562,-0.06643244773291555,39.16759419441223,47
X7,-0.25,3.629851075106971,-0.2613927091140104,0.8952533995850618,1.9853649272236538,-4.152636493334992,-0.13165977978645144,39.16759419441223,47
X8,0.35,3.127986127625493,0.6084491619536133,0.6359873821558303,1.2855016549650298,-1.9110878037182664,0.47331651391002316,39.16759419441223,47
X9,-0.1,1.6958549032611157,-0.19158384487804195,0.8423053796866482,0.9629966408256262,-2.0790225930171995,-0.198945496542737,39.16759419441223,47
X10,0.5,2.2521337824817715,0.45162679323992233,0.6229852492324597,0.9186428879519466,-1.3488801960019268,0.4916238934226055,39.16759419441223,47
