,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime
X1,-1.5,0.4107673658309591,0.056592114970611854,7.2583851309368725,3.917388529814904e-13,0.2998488578046988,0.5216858738572194,440.9436249732971
X2,0.1,0.13885192132480997,0.12014721450566511,1.1556815686164985,0.24781142991569394,-0.09663229380657143,0.37433613645619135,440.9436249732971
X3,-0.5,-0.5402543623884547,0.08472472093628887,-6.37658473723052,1.810805789299735e-10,-0.7063117653336272,-0.37419695944328224,440.9436249732971
X4,-0.3,-0.3423789678530462,0.07358626935468236,-4.6527561575760235,3.27527478101019e-06,-0.4866054066825269,-0.19815252902356556,440.9436249732971
X5,0.4,0.19084607590585037,0.0727616566237754,2.6228934958510832,0.008718652254575575,0.04823584834288905,0.3334563034688117,440.9436249732971
X6,-0.2,-0.26225772132668296,0.03743173404382676,-7.006293671023089,2.447139985991233e-12,-0.3356225725101578,-0.18889287014320807,440.9436249732971
X7,-0.25,-0.18614608888254913,0.024604675638709394,-7.565476237764099,3.8644615782214426e-14,-0.23437036736609657,-0.1379218103990017,440.9436249732971
X8,0.35,0.3565702204815015,0.1293699042191214,2.756206883152341,0.005847599783837447,0.10300986552857544,0.6101305754344275,440.9436249732971
X9,-0.1,-0.21605813194951723,0.09138279000915743,-2.3643197141153838,0.01806321665580458,-0.39516511058702547,-0.03695115331200899,440.9436249732971
X10,0.5,0.36520499022282027,0.06429590022761429,5.680066519481895,1.3464236803278446e-08,0.23918734042910444,0.4912226400165361,440.9436249732971
