,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime,Steps
X1,-1.5,-0.8063939782431042,0.42891760131318546,-1.8800673504053624,0.060098899509898884,-1.6470570357833005,0.034269079297092,8.70780873298645,117
X2,0.1,-0.0814140350206934,1.5583671658610154,-0.0522431663116511,0.9583349381325266,-3.135757578890313,2.972929508848926,8.70780873298645,117
X3,-0.5,-0.24213134549797918,0.6094131219853719,-0.397318890523974,0.6911323188176135,-1.4365591257169166,0.9522964347209582,8.70780873298645,117
X4,-0.3,-0.05154384242934516,0.5642995619753934,-0.09134127669514788,0.9272214209923568,-1.157550669116885,1.054462984258195,8.70780873298645,117
X5,0.4,0.022986265084711154,0.5229987370911175,0.043950899790999795,0.9649435423055472,-1.002072431659344,1.0480449618287664,8.70780873298645,117
X6,-0.2,-0.18653077484541775,0.3193567286966998,-0.5840828079829505,0.5591646008536486,-0.8124584662487162,0.43939691655788077,8.70780873298645,117
X7,-0.25,0.18896949936671387,0.2471818404357567,0.7644958830049152,0.44457178917492557,-0.2954980093411136,0.6734370080745413,8.70780873298645,117
X8,0.35,0.27464348639386216,0.9046380132914625,0.30359489912942184,0.7614365381772388,-1.4984144526889258,2.0477014254766503,8.70780873298645,117
X9,-0.1,0.06282818084058246,0.6405236388259793,0.09808877773151467,0.9218617986255034,-1.1925750924073393,1.318231454088504,8.70780873298645,117
X10,0.5,0.09412335106433613,0.5033892070147954,0.1869792791595742,0.8516768792594351,-0.8925013726732104,1.0807480748018827,8.70780873298645,117
