,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime,Steps
X1,-1.5,-0.7449515934776205,0.4574508543544229,-1.628484429281333,0.10342220819237025,-1.6415387997815327,0.15163561282629157,10.846958875656128,80
X2,0.1,-0.18926008168061836,0.7866511609605066,-0.24058959176966124,0.8098732178354833,-1.7310680377214167,1.3525478743601802,10.846958875656128,80
X3,-0.5,-0.22863099243815316,0.6445261442474917,-0.35472725889977413,0.7227939276093264,-1.4918790322220439,1.0346170473457377,10.846958875656128,80
X4,-0.3,-0.4241877809701384,0.6049979289103624,-0.7011392282517827,0.48321613119848317,-1.609961941709008,0.7615863797687312,10.846958875656128,80
X5,0.4,0.23014583281481585,0.66927969303844,0.34387093349565806,0.7309433520425985,-1.0816182714715772,1.5419099371012088,10.846958875656128,80
X6,-0.2,0.01676810870867405,0.2825321851135977,0.059349375370923135,0.9526738345346386,-0.5369848029553133,0.5705210203726614,10.846958875656128,80
X7,-0.25,0.06743718529413362,0.20509527934593844,0.3288090564989842,0.742300017281101,-0.3345421787938493,0.4694165493821165,10.846958875656128,80
X8,0.35,-0.014596776074018089,1.0261847579334689,-0.01422431580782108,0.9886510207389361,-2.0258819589723314,1.9966884068242954,10.846958875656128,80
X9,-0.1,-0.03904508729395779,0.8155495977131539,-0.047875797380615925,0.9618152281589809,-1.6374929390262218,1.5594027644383062,10.846958875656128,80
X10,0.5,0.08212321142225214,0.48899396199288453,0.16794320135888943,0.8666279630039195,-0.8762873503011699,1.040533773145674,10.846958875656128,80
