,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime,Steps
X1,-1.5,-1.1158203538923197,0.46188778358391597,-2.41578234703321,0.015701443839608344,-2.021103781756586,-0.2105369260280534,12.320783138275146,13
X2,0.1,-0.2344829422407621,0.8742475094701199,-0.268211164116306,0.7885367820081736,-1.9479765878918562,1.479010703410332,12.320783138275146,13
X3,-0.5,-0.23477326161583176,0.7064568357971756,-0.3323249910249795,0.739643871100744,-1.6194032273322072,1.1498567041005436,12.320783138275146,13
X4,-0.3,-0.5623033156646025,0.6633128477181369,-0.8477196206872557,0.3965941366302995,-1.862372617929633,0.737765986600428,12.320783138275146,13
X5,0.4,0.12416119336540013,0.6037920631288272,0.20563568312243394,0.837075502054769,-1.0592495138528286,1.3075719005836288,12.320783138275146,13
X6,-0.2,-0.17280128724527488,0.3492345624300567,-0.49480007374666085,0.620741252306513,-0.8572884571639385,0.5116858826733888,12.320783138275146,13
X7,-0.25,-0.2736589499027192,0.21719476495293866,-1.2599702850205212,0.20768008189410214,-0.6993528701989407,0.15203497039350228,12.320783138275146,13
X8,0.35,0.04446362195532045,1.1386910218893491,0.03904801311381653,0.9688521088514961,-2.1873297880710156,2.2762570319816566,12.320783138275146,13
X9,-0.1,0.0028427516328062598,0.7512111146167441,0.003784224670659441,0.9969806327670757,-1.469503989415886,1.4751894926814983,12.320783138275146,13
X10,0.5,0.05183344301111179,0.5355397937839417,0.09678728567465425,0.9228953210885236,-0.9978052733728378,1.1014721593950614,12.320783138275146,13
