,Truth,0.975],Coef,P-value,Std.Err,[0.025,z,RunTime,Steps
X1,-1.5,0.05869731979401316,-0.8819874920023321,0.06611175638375168,0.479950045917346,-1.8226723037986772,-1.837665189335605,11.116032123565674,17
X2,0.1,2.083458691181382,-0.07542582970634612,0.9454066748778182,1.1014919258148252,-2.234310350594074,-0.0684760622739473,11.116032123565674,17
X3,-0.5,1.1035640281414547,-0.35422103020723994,0.6339010056706599,0.7437815482063419,-1.8120060885559346,-0.4762433688513216,11.116032123565674,17
X4,-0.3,0.8188009911923793,-0.34521270368130136,0.5610595203356546,0.5938954464845684,-1.5092263985549819,-0.5812684803776674,11.116032123565674,17
X5,0.4,1.030692346153293,-0.09326946020736578,0.8707993435232578,0.5734604341511675,-1.2172312665680247,-0.16264323509157633,11.116032123565674,17
X6,-0.2,0.45248106840051805,-0.14757678819416242,0.6297854595483616,0.30615759095303813,-0.7476346447888429,-0.4820288392483445,11.116032123565674,17
X7,-0.25,0.4008921147645438,0.017544883962924702,0.9285233473525691,0.19558891428700684,-0.3658023468386944,0.08970285471895084,11.116032123565674,17
X8,0.35,1.9524724951234114,-0.06188230002549219,0.9519872829187388,1.027750915398907,-2.076237095174396,-0.060211379137009524,11.116032123565674,17
X9,-0.1,1.9629528408757473,0.38512551888621893,0.6323657313230893,0.8050287260324823,-1.1927018031033092,0.4783997221866582,11.116032123565674,17
X10,0.5,1.0287919684076894,-0.060411848366593225,0.9134341841630094,0.5557264402684348,-1.1496156651408758,-0.10870788933024718,11.116032123565674,17
