,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime,Steps
X1,-1.5,-0.6377701110712181,0.1922226563116661,-3.317871697897827,0.000907061392907382,-1.0145195974264565,-0.2610206247159797,67.00833201408386,151
X2,0.1,0.3452986703449709,0.43867772987477416,0.7871351719713252,0.43120274195861885,-0.514493887811311,1.2050912285012527,67.00833201408386,151
X3,-0.5,-0.10719558519913061,0.27469382212544424,-0.3902366073241271,0.6963615944458377,-0.6455855875874048,0.43119441718914353,67.00833201408386,151
X4,-0.3,-0.3122311723758608,0.25092418520456167,-1.2443247434332392,0.21338006798261855,-0.8040335421061343,0.17957119735441274,67.00833201408386,151
X5,0.4,0.3442576735140502,0.24574612630201587,1.400867141608434,0.16125380622489516,-0.13739588717735407,0.8259112342054544,67.00833201408386,151
X6,-0.2,-0.12994721240803123,0.12784266104624759,-1.0164620428310884,0.3094094138382888,-0.38051422572287885,0.12061980090681637,67.00833201408386,151
X7,-0.25,-0.17112388781373658,0.08299878472339277,-2.0617637762291983,0.039230231349422294,-0.3337985179153364,-0.008449257712136782,67.00833201408386,151
X8,0.35,0.12264210650355063,0.45074606327228,0.2720869165516523,0.785555189263057,-0.7608039506518404,1.0060881636589416,67.00833201408386,151
X9,-0.1,0.010329079000663507,0.3086979881273693,0.03346014356401219,0.9733076488500596,-0.5947078646014078,0.6153660226027348,67.00833201408386,151
X10,0.5,0.11427412559972419,0.2269519733751085,0.5035167744977074,0.6146009896683102,-0.33054357194444695,0.5590918231438954,67.00833201408386,151
