,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime
X1,-1.5,0.2852247655293631,0.10948264979289561,2.605205172407797,0.009181925822053216,0.07064271331068026,0.4998068177480459,27.29964804649353
X2,0.1,-0.23949735631109695,0.22494039557926335,-1.06471474674145,0.287005034678672,-0.6803724337922122,0.20137772117001837,27.29964804649353
X3,-0.5,-0.10608769466405585,0.1472368525128801,-0.7205240593877502,0.47120239175381673,-0.3946666250626104,0.18249123573449869,27.29964804649353
X4,-0.3,-0.1423479354905653,0.13627297826683146,-1.0445793238028354,0.2962174398007432,-0.40943806706633734,0.12474219608520676,27.29964804649353
X5,0.4,0.21932818567481036,0.13666418453247803,1.6048695305585887,0.10852252025323836,-0.0485286960982034,0.4871850674478241,27.29964804649353
X6,-0.2,-0.05729490217892935,0.0686465416072668,-0.8346363973689859,0.40392246243818253,-0.19183965245367443,0.07724984809581573,27.29964804649353
X7,-0.25,-0.24083028912041668,0.044752367728463964,-5.381397707975141,7.390969887410737e-08,-0.32854331878296783,-0.15311725945786553,27.29964804649353
X8,0.35,0.3429891692512301,0.23693563191682496,1.4476048472592533,0.14772759475448038,-0.12139613962299783,0.8073744781254579,27.29964804649353
X9,-0.1,0.10134052434073372,0.16904281836599439,0.5994961828033504,0.5488420548114145,-0.2299773141151541,0.4326583627966215,27.29964804649353
X10,0.5,0.2807160833777911,0.11698341893337502,2.3996228349050552,0.016411972367069972,0.051432793671457644,0.5099993730841246,27.29964804649353
