,Truth,0.975],Coef,P-value,Std.Err,[0.025,z,RunTime,Steps
X1,-1.5,0.09234240283702089,-0.28210621421580057,0.1397777372805455,0.19104872184020802,-0.656554831268622,-1.4766192178545559,221.11425065994263,123
X2,0.1,0.5310535444046005,-0.19398269132714746,0.6000098616652452,0.3699232413104261,-0.9190189270588955,-0.5243863311750241,221.11425065994263,123
X3,-0.5,0.3228483858327308,-0.2173639027513629,0.430330664756155,0.27562357705758556,-0.7575761913354565,-0.7886259407552403,221.11425065994263,123
X4,-0.3,0.2081248082117046,-0.2691089126301474,0.26906833223979465,0.2434910645511101,-0.7463426334719994,-1.1052106290892658,221.11425065994263,123
X5,0.4,0.650066733086467,0.18828594603027116,0.42420148167516647,0.23560676984689302,-0.2734948410259247,0.7991533781165419,221.11425065994263,123
X6,-0.2,0.21455120345625076,-0.019511290424316284,0.8702182514073731,0.11942183319722559,-0.2535737843048833,-0.16338126707612433,221.11425065994263,123
X7,-0.25,0.08611935079844042,-0.07089479193398689,0.3761781909410987,0.08011072791766956,-0.2279089346664142,-0.8849600269123261,221.11425065994263,123
X8,0.35,0.8112518410054126,-0.02329044203832306,0.9563784573680114,0.4257946998229231,-0.8578327250820588,-0.054698759867158865,221.11425065994263,123
X9,-0.1,0.5443492958253827,-0.051585560321119564,0.8652781490234351,0.30405398065806427,-0.6475204164676219,-0.16965921712148907,221.11425065994263,123
X10,0.5,0.5135830001213145,0.1127483493146212,0.5814236564347547,0.204511231230111,-0.2880863014920721,0.5513063934750827,221.11425065994263,123
