,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime,Steps
X1,-1.5,-0.73143794122513,0.10367935717624432,-7.054807833942876,1.7283941390224987e-12,-0.9346457488337105,-0.5282301336165494,35.69379377365112,18
X2,0.1,-0.11320678977641373,0.20590447141758147,-0.549802483632453,0.5824548549836543,-0.5167721411939024,0.29035856164107493,35.69379377365112,18
X3,-0.5,-0.4286900925083592,0.1471074887957772,-2.9141282746216315,0.003566833125039267,-0.7170154746784858,-0.14036471033823256,35.69379377365112,18
X4,-0.3,-0.19635199729300956,0.12944568675340093,-1.5168678247817384,0.12930005855598414,-0.45006088328495225,0.05735688869893313,35.69379377365112,18
X5,0.4,0.15403527271297554,0.13108878975233676,1.1750453490644859,0.2399765732653688,-0.10289403600517341,0.41096458143112446,35.69379377365112,18
X6,-0.2,-0.11192993496903589,0.06436547611659682,-1.738974706972989,0.08203921201024277,-0.23808395100042545,0.014224081062353677,35.69379377365112,18
X7,-0.25,-0.1365182595227383,0.04297774376780337,-3.176487352623906,0.0014907028935408305,-0.22075309010885727,-0.05228342893661933,35.69379377365112,18
X8,0.35,0.3887642281893281,0.21947045846194127,1.7713738373437824,0.07649855625488315,-0.041389969459572185,0.8189184258382284,35.69379377365112,18
X9,-0.1,-0.0896533180708514,0.15956797304271386,-0.5618503284920001,0.5742179985928288,-0.40240080078754104,0.2230941646458382,35.69379377365112,18
X10,0.5,0.41564698199282163,0.10928436590911352,3.8033526436754457,0.000142750920547368,0.20145355904813186,0.6298404049375114,35.69379377365112,18
