,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime
X1,-1.5,-0.6304516375543879,0.5021644340917211,-1.2554685173885394,0.20930872988851745,-1.614675850454534,0.3537725753457581,7.340612888336182
X2,0.1,-0.13389203490088217,0.9740260418181049,-0.13746247959752797,0.8906652481068756,-2.0429480119268626,1.7751639421250982,7.340612888336182
X3,-0.5,-0.2695201084825513,0.6416890315006304,-0.4200166985124578,0.6744732550526982,-1.527207509418653,0.9881672924535503,7.340612888336182
X4,-0.3,-0.4234709475457458,0.6098724566573926,-0.694359850036052,0.48745656613837807,-1.6187990071857958,0.7718571120943041,7.340612888336182
X5,0.4,0.09706902832670561,0.6434905263081133,0.1508476416640009,0.8800959036196553,-1.1641492375782496,1.3582872942316606,7.340612888336182
X6,-0.2,-0.028198827890275394,0.2976261568258456,-0.09474579852460949,0.9245167396112093,-0.6115353807272871,0.5551377249467363,7.340612888336182
X7,-0.25,-0.19101038748656318,0.2197433909839195,-0.8692429229898478,0.3847142746057487,-0.62169952305297,0.23967874807984363,7.340612888336182
X8,0.35,0.009297466272508874,0.934022894148378,0.009954216680080528,0.9920578153567474,-1.8213537814341227,1.8399487139791406,7.340612888336182
X9,-0.1,-0.003421041499596596,0.7280490844516229,-0.004698916010825525,0.9962508212593181,-1.4303710372577372,1.423528954258544,7.340612888336182
X10,0.5,0.13420930052129076,0.49149937630020296,0.2730609782896592,0.7848063420161298,-0.8291117830495602,1.0975303840921418,7.340612888336182
