,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime,Steps
X1,-1.5,-0.842554966218167,1.7272574377331644,-0.48779929836280095,0.6256920084414093,-4.2279173629074105,2.542807430471077,23.368079900741577,14
X2,0.1,0.23654694114126598,3.669211501041337,0.0644680583482672,0.9485975399317554,-6.954975509285718,7.42806939156825,23.368079900741577,14
X3,-0.5,-0.3368219295982246,2.3943274407702906,-0.1406749652795459,0.8881267232072789,-5.029617517720126,4.355973658523677,23.368079900741577,14
X4,-0.3,-0.11654570125376564,2.1004040153329497,-0.05548727787748547,0.9557502651190395,-4.233261956761795,4.000170554254264,23.368079900741577,14
X5,0.4,0.31800242151603997,1.7614200537277236,0.18053752757216882,0.8567305956425751,-3.1343174726683642,3.7703223157004437,23.368079900741577,14
X6,-0.2,-0.15889105980295903,1.0076186175322053,-0.15768968242379722,0.8747013310038502,-2.13378727589585,1.8160051562899322,23.368079900741577,14
X7,-0.25,-0.18805607428842216,0.6197976068645608,-0.30341529590564636,0.7615733903181366,-1.402837071029114,1.0267249224522699,23.368079900741577,14
X8,0.35,0.11454539089501077,3.5951758720618425,0.03186085882060582,0.9745830129171327,-6.931869892014806,7.160960673804828,23.368079900741577,14
X9,-0.1,-0.14015772493174944,2.7354030385431436,-0.05123841823557981,0.9591355387109985,-5.5014492059669236,5.221133756103424,23.368079900741577,14
X10,0.5,0.41593341901963954,1.754728305271574,0.23703579509721692,0.8126290209646406,-3.0232708890936557,3.8551377271329352,23.368079900741577,14
