,Truth,0.975],Coef,P-value,Std.Err,[0.025,z,RunTime,Steps
X1,-1.5,-0.2607192591972557,-1.1665870897286028,0.011600669059217951,0.46218595368657134,-2.07245492025995,-2.5240643520718438,10.78761911392212,62
X2,0.1,1.4982148954104721,-0.22053537957021804,0.8014384869321398,0.8769295124709894,-1.9392856545509083,-0.25148586794484673,10.78761911392212,62
X3,-0.5,1.0838782676594292,-0.3102896902608551,0.6626809296607848,0.7113232477332667,-1.7044576481811395,-0.43621474660028,10.78761911392212,62
X4,-0.3,0.7777193418365141,-0.5290296512330716,0.4274982705562521,0.6667209158278344,-1.8357786443026574,-0.7934799084204543,10.78761911392212,62
X5,0.4,1.3459958715330882,0.15408365962870615,0.799979955591231,0.6081296451895964,-1.037828552275676,0.25337304446104997,10.78761911392212,62
X6,-0.2,0.5372721614141789,-0.14844145607014222,0.6713559484582412,0.3498603124773318,-0.8341550735544634,-0.4242877822266853,10.78761911392212,62
X7,-0.25,0.2565470682695119,-0.16896684035902437,0.43640401951450736,0.2171029205784067,-0.5944807489875606,-0.778279904797513,10.78761911392212,62
X8,0.35,2.2724898041738686,0.0409602663369719,0.9713018027980563,1.1385563907484508,-2.190569271499925,0.035975614971557025,10.78761911392212,62
X9,-0.1,1.5387155385507716,0.05906324768043007,0.9376404535594676,0.754938504416582,-1.4205890431899115,0.07823583952188831,10.78761911392212,62
X10,0.5,1.0287090560199232,-0.02004475344702424,0.9701177180899535,0.5350883023703229,-1.0687985629139718,-0.037460645949893526,10.78761911392212,62
