,Truth,0.975],Coef,P-value,Std.Err,[0.025,z,RunTime,Steps
X1,-1.5,385.6914025334272,381.9906953225703,0.0,1.888150604223831,378.28998811171334,202.30944209007978,118.44056987762451,28
X2,0.1,6.936719918669479,0.17519494026790208,0.9594978183654915,3.4498210061009167,-6.586330038133675,0.050783776885257086,118.44056987762451,28
X3,-0.5,4.2367396041265035,-0.5063186786999586,0.8342725948782614,2.4199721437875708,-5.249376961526421,-0.20922500285788584,118.44056987762451,28
X4,-0.3,3.932020158486238,-0.2623537924824195,0.9024288120104552,2.1400260162781852,-4.456727743451077,-0.12259373974279561,118.44056987762451,28
X5,0.4,5.368734465331074,0.252361263445181,0.9229854854644798,2.610442437660025,-4.864011938440712,0.0966737514700363,118.44056987762451,28
X6,-0.2,2.3486379495489205,-0.23390367579586183,0.8591029998303411,1.3176474799255404,-2.816445301140644,-0.17751612579191484,118.44056987762451,28
X7,-0.25,1.3870423098417326,-0.20454050996103065,0.8011318008513412,0.8120469660681335,-1.796123329763794,-0.2518826108684322,118.44056987762451,28
X8,0.35,7.173513690471541,0.3282427947786793,0.9251220846553729,3.4925492997283936,-6.517028100914182,0.09398372552799925,118.44056987762451,28
X9,-0.1,5.7538497287142185,-0.1597526831593563,0.957773866701248,3.017199505640703,-6.07335509503293,-0.052947338371458735,118.44056987762451,28
X10,0.5,4.559090493694081,0.3760018577819201,0.8601575002295612,2.134268096716144,-3.8070867781302407,0.17617367675619058,118.44056987762451,28
