,Truth,0.975],Coef,P-value,Std.Err,[0.025,z,RunTime,Steps
X1,-1.5,0.8101768952413738,-0.02294872752505523,0.9569448265925222,0.425071900691252,-0.8560743502914844,-0.05398787237579338,2.2068533897399902,23
X2,0.1,1.5631194586628623,-0.23535349374052256,0.7975750564651816,0.9176050949932677,-2.0338264461439075,-0.2564866902163935,2.2068533897399902,23
X3,-0.5,0.8931143650731661,-0.346925075536117,0.5834598883355809,0.6326848047256394,-1.5869645161454002,-0.5483379290048848,2.2068533897399902,23
X4,-0.3,1.043234556861639,-0.036447603922800664,0.9472473307187483,0.5508683632885295,-1.1161297647072401,-0.06616390838860069,2.2068533897399902,23
X5,0.4,1.1969967262876444,0.15053390381242684,0.7779885620169232,0.5339194099867229,-0.8959289186627907,0.2819412461820225,2.2068533897399902,23
X6,-0.2,0.5431460173868861,-0.001304789486941936,0.9962522694233452,0.27778612610937137,-0.5457555963607699,-0.004697100986347344,2.2068533897399902,23
X7,-0.25,0.00354113330971495,-0.4344167602043534,0.051881391873363554,0.22345200907469134,-0.8723746537184217,-1.9441166002635701,2.2068533897399902,23
X8,0.35,2.0464360609853944,0.1321367249500643,0.8923835548529189,0.9767012741230605,-1.782162611085266,0.13528878117693086,2.2068533897399902,23
X9,-0.1,1.5542078849577208,0.14426470368007452,0.841056270006074,0.7193719789126974,-1.2656784775975716,0.20054256755750338,2.2068533897399902,23
X10,0.5,0.7446452638583098,-0.16256965267424975,0.7254244283387674,0.4628732550866034,-1.0697845692068093,-0.35121850503942603,2.2068533897399902,23
