,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime,Steps
X1,-1.5,-0.7862058109754578,0.20713904923277746,-3.795546102424851,0.00014731881459621312,-1.1921908904659293,-0.38022073148498636,57.92997598648071,105
X2,0.1,-0.040850799889013634,0.4374557364980158,-0.09338270476468863,0.925599530071644,-0.8982482950186107,0.8165466952405834,57.92997598648071,105
X3,-0.5,-0.19141653328335206,0.299401955773332,-0.6393296022029583,0.5226085349179423,-0.7782335881286749,0.3954005215619708,57.92997598648071,105
X4,-0.3,-0.2878684714774113,0.2683251037199407,-1.0728346602182575,0.28334530658476087,-0.8137760150647613,0.23803907210993863,57.92997598648071,105
X5,0.4,0.13366669437039927,0.2565927753451347,0.5209292981480421,0.6024160247658248,-0.3692459079661523,0.6365792967069508,57.92997598648071,105
X6,-0.2,-0.2545134591278909,0.13777205813744986,-1.8473517966464046,0.06469617052673199,-0.5245417332831996,0.015514815027417861,57.92997598648071,105
X7,-0.25,-0.2955308178021934,0.09360094615225681,-3.1573486161290036,0.0015921087998861721,-0.47898530262655525,-0.11207633297783157,57.92997598648071,105
X8,0.35,-0.11237623678932601,0.4611330950276505,-0.24369588303478348,0.8074663621241494,-1.0161805022521,0.7914280286734479,57.92997598648071,105
X9,-0.1,-0.02419474810086952,0.3361856356788074,-0.07196841724667036,0.9426270420403343,-0.6831064913484476,0.6347169951467085,57.92997598648071,105
X10,0.5,0.18480995871673905,0.2260735151387913,0.8174772644344488,0.4136557368901784,-0.2582859923087469,0.627905909742225,57.92997598648071,105
