,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime,Steps
X1,-1.5,-0.9160736856213655,0.21926575327292194,-4.177915027528813,2.941935158512533e-05,-1.3458266684691746,-0.48632070277355627,87.44638800621033,155
X2,0.1,0.042206637276750524,0.4650026057119593,0.09076645325917798,0.9276781664070868,-0.8691817298248841,0.9535950043783852,87.44638800621033,155
X3,-0.5,-0.23080652265549814,0.3071131788480177,-0.7515357156643488,0.45233031462616946,-0.8327372971231743,0.371124251812178,87.44638800621033,155
X4,-0.3,-0.40929504047182186,0.28044790155809723,-1.459433421315983,0.1444458529091144,-0.9589628314012364,0.14037275045759268,87.44638800621033,155
X5,0.4,0.06559382927604972,0.29224456878998,0.22444841164247048,0.8224084043855382,-0.5071950047478346,0.6383826632999341,87.44638800621033,155
X6,-0.2,0.025395501660416778,0.1481382378503892,0.17143110400749278,0.8638847993146587,-0.2649501115497835,0.315741114870617,87.44638800621033,155
X7,-0.25,-0.23608186439604142,0.10074398920153739,-2.3433841191632974,0.01910969750429353,-0.43353645644744343,-0.03862727234463939,87.44638800621033,155
X8,0.35,0.13869313092526966,0.48712534141211916,0.28471754420169265,0.7758605483975116,-0.8160550017301931,1.0934412635807325,87.44638800621033,155
X9,-0.1,-0.04142355980687994,0.3532806755999782,-0.11725396453267678,0.906658804289785,-0.7338409658785157,0.6509938462647558,87.44638800621033,155
X10,0.5,0.12025511927069607,0.24142307010714514,0.4981094773474882,0.6184068809616672,-0.3529254069087846,0.5934356454501767,87.44638800621033,155
