,Truth,0.975],Coef,P-value,Std.Err,[0.025,z,RunTime,Steps
X1,-1.5,0.30307576710975226,-0.6877449755830317,0.17368969926334255,0.5055300723343816,-1.6785657182758156,-1.3604432519854615,8.838815927505493,49
X2,0.1,1.7613085897781233,-0.025271430317187045,0.9778823045171875,0.9115371609352572,-1.8118514504124974,-0.027723971550713305,8.838815927505493,49
X3,-0.5,1.000818487597453,-0.25123253965262665,0.6941126261584883,0.6388132778204496,-1.5032835669027065,-0.39328008414258453,8.838815927505493,49
X4,-0.3,0.803769898310476,-0.29106101141902113,0.6023271950125939,0.558597458794905,-1.3858919211485181,-0.5210568126230722,8.838815927505493,49
X5,0.4,1.2150724316742554,0.0257653934163344,0.9661311493121136,0.606800450548031,-1.1635416448415865,0.04246106507182784,8.838815927505493,49
X6,-0.2,0.5954101880253664,0.04093579626004225,0.8849473938475094,0.28290029396729943,-0.5135385955052818,0.1447004373377358,8.838815927505493,49
X7,-0.25,0.21048703913899383,-0.14678644450260817,0.420672724945533,0.18228573771844891,-0.5040599281442102,-0.8052546860760357,8.838815927505493,49
X8,0.35,2.0206105868384707,0.02549492404286399,0.9800184857319225,1.0179348512501285,-1.969620738752743,0.025045732555038867,8.838815927505493,49
X9,-0.1,1.2666623236889174,-0.19632979987223925,0.7925335035737667,0.7464382629278684,-1.659321923433396,-0.2630221541727309,8.838815927505493,49
X10,0.5,1.139600674874778,0.0893832528254043,0.8675186588063079,0.5358350571997106,-0.9608341692239694,0.1668111326879651,8.838815927505493,49
