,Truth,0.975],Coef,P-value,Std.Err,[0.025,z,RunTime,Steps
X1,-1.5,0.6080240812482743,-0.33402448247933214,0.487087094676943,0.4806458504990941,-1.2760730462069385,-0.6949492690563895,16.07204508781433,126
X2,0.1,1.9496278727021707,-0.007728412561388897,0.9938254653218267,0.998669508860142,-1.9650846978249483,-0.007738708844941031,16.07204508781433,126
X3,-0.5,1.220674686777624,-0.04269108524265681,0.9471945392860451,0.6445862128183378,-1.3060568572629374,-0.06623021776404071,16.07204508781433,126
X4,-0.3,1.11955820034247,-0.168102006585478,0.7980510618312533,0.6569815603388368,-1.4557622135134258,-0.25587020509187464,16.07204508781433,126
X5,0.4,1.4137095370659156,0.24467035748486893,0.6816559649830166,0.5964595163896105,-0.9243688220961777,0.4102044661234795,16.07204508781433,126
X6,-0.2,0.5696163936825448,-0.02584931703313634,0.9321957768256965,0.30381461634789264,-0.6213150277488174,-0.0850825327098047,16.07204508781433,126
X7,-0.25,0.14663323089185415,-0.24594009423983382,0.2194912567264471,0.20029619173193383,-0.6385134193715218,-1.2278820286757497,16.07204508781433,126
X8,0.35,1.8680493718873192,0.03258256776046666,0.9722451224874942,0.9364798558171744,-1.8028842363663857,0.03479259864274928,16.07204508781433,126
X9,-0.1,1.2603336946680654,-0.11923224275642161,0.8654863372388049,0.7038731004367871,-1.4987981801809087,-0.1693945154068713,16.07204508781433,126
X10,0.5,1.1426102908384521,0.15817543175176865,0.7528224528674523,0.5022719086098946,-0.8262594273349148,0.31491992492580473,16.07204508781433,126
