,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime,Steps
X1,-1.5,-0.511484401162195,0.45093390637822833,-1.1342779816010973,0.25667796215296246,-1.3952986240428928,0.37232982171850293,10.01290488243103,29
X2,0.1,-0.07027165314902808,0.89874171879137,-0.07818892978900498,0.9376777678074365,-1.8317730672782369,1.6912297609801805,10.01290488243103,29
X3,-0.5,-0.1824976195990584,0.7655089193450989,-0.23840038304868752,0.8115705703598358,-1.6828675431943558,1.317872303996239,10.01290488243103,29
X4,-0.3,-0.23145169510419694,0.585022799298836,-0.3956285043618768,0.6923791058295589,-1.3780753209091408,0.9151719307007469,10.01290488243103,29
X5,0.4,0.08638202968917277,0.6127869279570011,0.14096584921804037,0.8878969212687325,-1.1146582887771428,1.2874223481554885,10.01290488243103,29
X6,-0.2,-0.10579118076906005,0.3107075474786531,-0.340484747240742,0.7334915073228594,-0.7147667883555109,0.5031844268173908,10.01290488243103,29
X7,-0.25,-0.07497669087311302,0.23700684720552712,-0.31634820578873357,0.7517382254599676,-0.5395015791494467,0.3895481974032207,10.01290488243103,29
X8,0.35,-0.024557751124551594,1.020736929196741,-0.02405884456818573,0.9808056710886585,-2.025165385820713,1.9760498835716098,10.01290488243103,29
X9,-0.1,0.04624882158282424,0.6819666071520954,0.06781684190661495,0.9459314367248803,-1.2903811776374254,1.382878820803074,10.01290488243103,29
X10,0.5,-0.0448502832368752,0.4910114290799764,-0.09134264618017668,0.9272203328502551,-1.007215007822182,0.9175144413484316,10.01290488243103,29
