,Truth,0.975],Coef,P-value,Std.Err,[0.025,z,RunTime,Steps
X1,-1.5,-974.7861550139659,-979.2000716778127,0.0,2.2520396618748206,-983.6139883416596,-434.8058732067932,193.09002566337585,103
X2,0.1,9.358981879884952,0.2761243772795577,0.9524868866774865,4.634196088604379,-8.806733125325836,0.05958409441468293,193.09002566337585,103
X3,-0.5,5.57010560086125,-0.45914418258758555,0.8813510622196467,3.076204350410944,-6.488393966036421,-0.14925672363939327,193.09002566337585,103
X4,-0.3,5.277137023870086,-0.2694318710172956,0.9241497537766995,2.8299340676090896,-5.816000765904677,-0.09520782625332645,193.09002566337585,103
X5,0.4,5.8676656167972325,0.3173232739091985,0.9107800000006276,2.8318593315428418,-5.233019068978836,0.11205474451879492,193.09002566337585,103
X6,-0.2,2.6639194124820964,-0.14028712855635195,0.9218910979808461,1.4307439019484278,-2.9444936695948005,-0.09805187942112137,193.09002566337585,103
X7,-0.25,1.6028756251320466,-0.21615221211977867,0.8158394977269032,0.9280924737657555,-2.035180049371604,-0.23289943430177418,193.09002566337585,103
X8,0.35,9.844023343321457,0.19093091536276718,0.9690764619480375,4.925137618833147,-9.462161512595923,0.03876661529876238,193.09002566337585,103
X9,-0.1,6.834056162757748,-0.04562474526579312,0.9896292996889633,3.510105750933967,-6.9253056532893345,-0.012998111311504877,193.09002566337585,103
X10,0.5,5.172030017529987,0.3576629548386322,0.884231482503485,2.4563548425845343,-4.456704107852722,0.14560720162983676,193.09002566337585,103
