,Truth,0.975],Coef,P-value,Std.Err,[0.025,z,RunTime,Steps
X1,-1.5,-0.5092365376048817,-0.9165761675739745,1.0326693011452658e-05,0.20783015910960237,-1.3239157975430673,-4.410217321205073,133.85019540786743,192
X2,0.1,0.8250120777966541,-0.04111169297812484,0.9258779450689502,0.4419079997259026,-0.9072354637529039,-0.09303224427624017,133.85019540786743,192
X3,-0.5,0.3567782881779441,-0.24152232201188703,0.4288276683560356,0.3052610201972236,-0.8398229322017182,-0.7911993540997925,133.85019540786743,192
X4,-0.3,0.3517582692407079,-0.17975344248367137,0.5074293530408325,0.2711844256957675,-0.7112651542080506,-0.6628457442660464,133.85019540786743,192
X5,0.4,0.6924506868149323,0.15022538348482062,0.5871196392544624,0.27665064426189034,-0.39199991984529103,0.5430147610377885,133.85019540786743,192
X6,-0.2,0.349055009749156,0.08238429418252037,0.5448440038002005,0.13605898657660837,-0.18428642138411527,0.6055042467638379,133.85019540786743,192
X7,-0.25,-0.06023329198765001,-0.2518055671148573,0.009989080962758873,0.09774275197259097,-0.44337784224206456,-2.5762070540582758,133.85019540786743,192
X8,0.35,1.1281553617733393,0.1961761405420887,0.6799283635152711,0.47550833649559404,-0.7358030806891618,0.4125608858676791,133.85019540786743,192
X9,-0.1,0.5963443941286656,-0.07716547505235825,0.8223236914548213,0.34363379591718207,-0.7506753442333821,-0.22455729316843917,133.85019540786743,192
X10,0.5,0.524062620682034,0.06450592108471748,0.7832306599755662,0.23447201050494626,-0.395050778512599,0.27511139152942393,133.85019540786743,192
