,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime,Steps
X1,-1.5,259.30461041655917,2.229138851464336,116.32501503718363,0.0,254.9355785166877,263.67364231643063,71.407066822052,6
X2,0.1,0.03413265133031916,4.763008822065637,0.007166195278117583,0.9942822523664735,-9.301193171600735,9.369458474261373,71.407066822052,6
X3,-0.5,-0.5143927590320859,3.0795461126604513,-0.16703525136946132,0.8673423119713609,-6.550192276186515,5.5214067581223425,71.407066822052,6
X4,-0.3,-0.1887191443483383,2.831579946769432,-0.06664800143243323,0.9468619310525839,-5.738513903138341,5.361075614441664,71.407066822052,6
X5,0.4,0.36816325508993253,2.821014895494646,0.1305073772130429,0.8961650178898252,-5.160924383543336,5.897250893723201,71.407066822052,6
X6,-0.2,-0.1512731084141049,1.4306030987103004,-0.10574079459947959,0.915788012362805,-2.9552036801747406,2.6526574633465305,71.407066822052,6
X7,-0.25,-0.20821977992441443,0.9513285873332671,-0.21887261951003623,0.8267492758113495,-2.072789563268474,1.6563500034196452,71.407066822052,6
X8,0.35,0.19677688416126626,4.882038115731643,0.040306298209180705,0.9678489326162802,-9.371842069300587,9.765395837623121,71.407066822052,6
X9,-0.1,-0.043072965427484275,3.48960430918778,-0.012343223360332703,0.9901517827220089,-6.882571785680403,6.796425854825435,71.407066822052,6
X10,0.5,0.4251191121615562,2.460797701801117,0.17275662759697852,0.8628427305123384,-4.397955794651368,5.2481940189744805,71.407066822052,6
