,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime
X1,-1.5,-0.6525313910080356,0.2025875008571926,-3.2209854420782658,0.0012775063714265818,-1.0495955995381023,-0.25546718247796896,94.65448117256165
X2,0.1,-0.07625956564418074,0.5143604058299109,-0.14826095628635597,0.8821368271365103,-1.0843874440961963,0.9318683128078349,94.65448117256165
X3,-0.5,-0.17216059951268245,0.29782478655421185,-0.5780600114065548,0.5632236037592615,-0.7558864594666218,0.41156526044125685,94.65448117256165
X4,-0.3,-0.4428700725240488,0.2646516403201788,-1.673407623652962,0.09424707807343259,-0.9615777600925477,0.07583761504445014,94.65448117256165
X5,0.4,0.1684358607619912,0.2609139258749255,0.6455610224604662,0.5185636868673618,-0.34294604105153126,0.6798177625755137,94.65448117256165
X6,-0.2,-0.2803740651813712,0.13380936013559686,-2.0953247582773864,0.03614213304150935,-0.5426355939101761,-0.01811253645256622,94.65448117256165
X7,-0.25,-0.21105711792061316,0.09107595483246825,-2.317374748459646,0.02048332666347532,-0.38956271065787695,-0.03255152518334936,94.65448117256165
X8,0.35,0.06630573066830697,0.46248836906517626,0.14336734738287618,0.8860000695550847,-0.8401548231181521,0.9727662844547662,94.65448117256165
X9,-0.1,-0.2032155652332833,0.3141122068719637,-0.646952142538404,0.517662917430177,-0.8188641826628847,0.4124330521963181,94.65448117256165
X10,0.5,0.19860195028016944,0.22236536583032201,0.8931334676988976,0.37178570221871043,-0.23722616159409185,0.6344300621544308,94.65448117256165
